Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,15314,97
196258110831945,Partido Valor,Partido Valor,11281,43
161800283848513,CREO,CREO,11189,17
187073013532,Partido VIVA,Partido Político VIsión con Valores VIVA.,10239,22
274120089379114,Edmond Mulet,Edmond Mulet,8170,33
142373979127061,Partido Unionista,Partido Unionista,5713,50
331961940541181,Partido Victoria,Partido Político Victoria,3824,9
105946259158286,Arias Consultores Guatemala,Arias Consultores,2293,71
110226594945647,Partido BIEN,Partido BIEN,1967,31
122407921162127,Roberto González,Roberto González,1901,5
101372268406640,Unión Republicana,Unión Republicana,1651,12
1882597935332956,Partido VAMOS,Partido VAMOS,1566,6
1504150093051201,Villa Nueva Ahora,Villa Nueva Ahora,1519,2
1612828795636861,Movimiento Semilla,Movimiento Semilla,1417,16
268285610002238,FCN Nación,FCN Nación,1126,5
100169482992019,Sebastián Arzú,Sebastián Arzú,1059,4
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,1017,5
105309049252552,No Somos Los Mismos,The Advertising Srategists,1016,5
174740409237665,TSE Guatemala,TSE Guatemala,946,12
436246383083297,TODOS,TODOS,779,5
119096431195910,Elefante - No Somos Los Mismos,The Advertising Strategists,663,4
102762215788405,VOS.gt,VOS.gt,618,5
115463025737962,Salvador Paiz,Salvador Paiz,524,6
765790550460228,Comité Cívico Justicia,Comité Cívico Justicia,399,8
103757368748224,Rafael Espada,Rafael Espada,393,2
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,337,7
107390778294561,Lewis Logan-Podemos Escuintla,Lewis Logan-Podemos Escuintla,312,6
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,282,9
110582257361172,Partido Azul,Partido Azul,279,25
115570081554830,No Somos Los Mismos - Elefante,The Advertising Strategists,264,2
414127029025760,CABAL,CABAL,244,1
100567842339226,Noticias URNG Maíz,Noticias URNG Maíz,241,6
108635325533747,Vinicio Marroquín,Vinicio Marroquín,197,3
