Page ID,Page name,Disclaimer,Amount spent (FJD),Number of ads in Library
101911352706122,Manoa 454 Kamikamica,Manoa Kamikamica,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
105208458849768,Zav Reading,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,≤100,1
