Location name,Amount spent (NZD)
Auckland Region,2377
Bay of Plenty Region,470
Canterbury,1082
Gisborne District,≤100
Hawke's Bay,246
Manawatu-Wanganui,352
Marlborough Region,≤100
Nelson Province,112
Northland Region,253
Otago,386
Southland,153
Taranaki,165
Tasman District,≤100
Unknown,≤100
Waikato,1732
Wellington Region,766
West Coast,≤100
