Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,29287,198
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,14447,4
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14037,7
152472278103133,賴清德,賴清德,9994,3
217517810298674,地方政治觀察家,皮爾森數據,9967,58
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,9097,7
100462402863023,打破魔鏡,打破魔鏡,8084,6
113021403762187,法律協會-債務協商 更生 清算 -全台服務,法律協會-債務協商 更生 清算 -全台服務,7581,2
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),6838,30
106801464127093,目目非營利 MUVE NPO,目目非營利,6598,25
167913323845559,FNG世代設計｜為了下一代而設計,FNG世代設計｜為了下一代而設計,5882,12
121692144530435,Discovery頻道,Discovery頻道,5862,2
106199194706153,新竹數位城,新竹數位城,5454,6
401843085061,台電電力粉絲團,台電,4886,1
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),4779,16
100976346319928,Msfag-DE,These ads ran without a disclaimer,4620,3
177161918975981,基督教芥菜種會,基督教芥菜種會,4425,27
1466476516978500,花現彰化-彰化縣政府新聞處,花現彰化-彰化縣政府新聞處,4038,1
100190583005324,AlawaysR,These ads ran without a disclaimer,3705,3
104517709143455,台北U&ME,台北U&ME,3698,3
218662974825481,王惠美,王惠美,3646,1
101004738834938,China Development Financial 中華開發金控,These ads ran without a disclaimer,3526,9
102335412698297,GOing台北,GOing台北,3179,3
219315794887869,聯合報,聯合報股份有限公司,3006,28
343347583411734,歡樂大東家,These ads ran without a disclaimer,2770,1
122434861151717,Dulux 得利塗料,These ads ran without a disclaimer,2568,1
390569611008641,願景工程 Vision Project,願景工程基金會,2421,31
211730475524462,大陸委員會,大陸委員會,2395,4
1833187540297220,牛煦庭,牛煦庭,2136,3
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1994,4
1837393259853915,正直敢言-林祈烽,正直敢言-林祈烽,1969,1
