Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107217383988190,מגזין אפוק,Epoch Magazine,5935,91
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,2797,6
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,2181,15
500238833397356,ציפי ברנד,ציפי ברנד,1886,29
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1800,35
1662907067255622,איגוד הגז הטבעי,Unik,1497,4
124191360932729,התעוררות בירושלים,התעוררות בירושלים,1494,27
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1387,2
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,1336,12
115456451553737,יונה יהב,יונה יהב,1206,8
1694881230559425,אבירם דהרי,אבירם דהרי,1142,14
1073548259341247,לובי 99,לובי 99,1127,5
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,1111,5
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,1067,14
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,1051,9
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,1038,29
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1031,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1011,25
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",963,12
113842953300993,מצלמת אבטחה ונסיעה לרכב Proof,These ads ran without a disclaimer,941,1
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,908,4
109242871232111,מתן בארי,מתן בארי,863,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,855,4
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,850,5
615531405455497,הדר לביא,הדר לביא,849,31
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,820,5
204780362875106,מקור ראשון,מקור ראשון,815,50
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,741,5
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,724,8
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,697,1
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,675,6
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,656,16
104222621115858,הביטחוניסטים,הביטחוניסטים,644,11
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,643,2
112848572066805,מחאת ההייטק,מחאת ההייטק,615,19
662721113760589,TheMarker Labels,TheMarker Labels,612,3
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,594,2
1824323844461002,יקיר שינדלר,יקיר שינדלר,589,3
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,587,2
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,564,1
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,547,6
117177111377152,Шломи Лахьяни,שלומי לחיאני,545,2
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,543,3
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,524,10
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,508,1
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",500,2
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,491,41
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,487,6
219091481560790,מרים פיירברג - איכר,נתניה אחת,477,1
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,474,14
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,467,5
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,457,3
108115348997001,מידן בר לראשות מועצת עמק חפר,מידן בר,453,26
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,443,2
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,439,12
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,430,8
104020512761050,أجا الوقت,Standing Together,406,2
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,404,2
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,400,2
161096657252221,שוברים שתיקה,שוברים שתיקה,399,3
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,393,13
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,391,4
1477479039147346,شريف زعبي,شريف زعبي,378,2
231854074020198,יחד בראשות עדי פרילינג אנקורי,יחד בראשות עדי פרילינג אנקורי,374,1
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,368,6
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,365,20
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,360,11
116962614744041,גדי ירקוני לראשות המועצה האזורית אשכול,גדי ירקוני לראשות המועצה האזורית אשכול,340,2
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,339,2
104404418153739,דנית ברביבאי,דנית ברביבאי,333,2
117658294683078,ישראלTop5,top5israel,329,9
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",328,13
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",322,9
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,314,1
118359977918473,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,308,2
143563882388180,עיריית אשקלון,עיריית אשקלון,304,2
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,302,11
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,300,2
105879602152307,Easy2get,These ads ran without a disclaimer,299,1
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,296,1
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,294,3
