Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
1387178681545505,Concejo Municipal de Junin,an advertiser in Venezuela,36947837,2
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,19500000,1
101462979035781,Miranda Te Habla,These ads ran without a disclaimer,15648260,1
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,13500000,1
564188034075673,Roberto Enriquez,an advertiser in Venezuela,7750000,2
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,5142547,2
116093674518,César Pérez Vivas,an advertiser in Venezuela,4932545,8
292129440851133,CropLife Latin America,These ads ran without a disclaimer,91033,2
106172784661850,ecoguilty,These ads ran without a disclaimer,18721,1
1726517690956007,CLAL.it Agrifood,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
1215954961915796,RumiNews España,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
102153471654987,La vida en una historia.,These ads ran without a disclaimer,≤100,1
743132506065170,Descolonialidad del Poder y Autogobierno social,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
233826257775,Computerworld.hu,These ads ran without a disclaimer,≤100,1
