Location name,Amount spent (USD)
Chaouia-Ouardigha,≤100
Doukkala-Abda,≤100
Fès-Boulemane,148
Gharb-Chrarda-Béni Hssen,≤100
Grand Casablanca,472
Guelmim-Es Semara,≤100
Laâyoune-Boujdour-Sakia El Hamra,≤100
Marrakesh-Tensift-El Haouz,169
Meknès-Tafilalet,121
Oriental,131
Oued Ed-Dahab-Lagouira,≤100
Rabat-Salé-Zemmour-Zaer,255
Souss-Massa-Drâa,194
Tadla-Azilal,≤100
Tangier-Tetouan,210
Taza-Al Hoceima-Taounate,≤100
Unknown,≤100
Western Sahara,≤100
