Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,1273,8
101995169082388,Embajada de China en Nicaragua,Lino Alvarado,701,1
154364391650120,Dr. Richard Saenz Coen M.D,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
178168275528158,Secretaría General Iberoamericana (SEGIB),These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
108210467509014,The HEY Campaign,These ads ran without a disclaimer,≤100,1
108892012533949,Breslev Español,These ads ran without a disclaimer,≤100,1
