Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,14927,11
104625758942119,Siga Antenado,Siga Antenado,12309,114
157912844276400,Governo da Bahia,Governo da Bahia,7874,25
151189004972368,Panasonic Brasil,Panasonic Brasil,7247,2
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,6803,272
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,5686,60
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,5150,4
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,4352,9
301774903545521,Brasil Paralelo,Brasil Paralelo,3922,79
255804437808407,Vale,Vale,3684,7
159103797542,Greenpeace Brasil,Greenpeace Brasil,3595,203
286861344662855,Stella Artois,Ambev,3302,10
118558464851986,ACTbr,ACTbr,3149,4
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",2578,28
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,2029,2
224021551012451,Gerando Falcões,Gerando Falcões,1747,82
1544493995819099,Roberto Cláudio,Roberto Claudio Bezerra,1709,2
465235726843103,Ambev,Ambev,1521,4
333720355130,Petrobras,Petrobras,1454,7
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1410,144
194918207213417,IMP Concursos,IMP Concursos,1276,13
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,1254,14
1375923992628363,Rodrigo Manga,Rodrigo Manga,1253,6
531954626987123,Eu Ideal,Eu Ideal,1209,2
165175370206522,Citi Brasil,Citi Brasil,1149,5
330379553673497,Oxfam Brasil,Oxfam Brasil,866,129
303981736949468,Jingle Vinheta,Paulo Magalhaes,787,32
113165042099382,Brasil 61,Brasil 61,742,19
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",723,13
134450246716954,Governo do Estado de Santa Catarina,Governo do Estado de Santa Catarina,661,14
301774903545521,Brasil Paralelo,These ads ran without a disclaimer,643,23
441467489336861,Prefeitura de Sinop,Prefeitura Municipal de Sinop,633,9
392062714173023,Assembleia Legislativa do Estado de Goiás,VERSATILY AMBIENTAL E MARKETING,631,4
101189854802059,Revista Oeste,Revista Oeste,628,9
134450246716954,Governo do Estado de Santa Catarina,SECRETARIA DE ESTADO DA SAÚDE DE SANTA CATARINA,566,2
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,555,19
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,542,49
260528207360293,SEPE RJ - Oficial,Sindicato Estadual dos Profissionais da Educação do Rio de Janeiro,541,6
105527742878890,Prefeitura do Recife,Prefeitura do Recife,534,17
105578166140330,Algar,These ads ran without a disclaimer,510,1
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,501,5
251235795032635,Itamar Borges,Itamar Borges,500,10
239665829565195,Cidade de São Paulo,Prefeitura da Cidade de São Paulo,499,1
334514343302606,Governo do Estado do Rio Grande do Norte,PUZZLE ADS,489,1
104738421003389,InvestNews BR,Nubank,482,12
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,459,13
119876608093215,Cantão,These ads ran without a disclaimer,448,1
288660317927031,Prefeitura Municipal de Araçatuba,PREFEITURA MUNICIPAL DE ARAÇATUBA,442,5
224777780881144,Visão Mundial,Visão Mundial,438,10
169743843175117,Bruno Ganem SP,Bruno Ganem,436,16
258088921369,TOTVS,TOTVS,434,20
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,428,4
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,427,31
196791070788913,Robson Zanetti Advogado,Robson Zanetti,426,12
109272165397476,Gerson Aragao,These ads ran without a disclaimer,414,13
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,409,2
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,408,16
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,391,4
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,384,2
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,381,5
152338908863109,William Dornela,William Dornela,377,68
109779564998729,Jeferson Brun,Jeferson Rodrigo Brun,372,15
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,371,5
481166311940473,Prefeitura de Eunápolis,Prefeitura Municipal de Eunápolis,371,9
621860057874788,República Marketing Político,República Marketing Político,362,24
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,359,16
313991695374674,Senac RJ,These ads ran without a disclaimer,357,4
114603584930023,Bruno Ganem - SP,Bruno Ganem,356,3
111006700550820,Cenarium Amazônia,Cenarium Agência de Notícias Ltda,350,30
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,347,10
699693400101917,Cabo Gilberto Silva,Cabo Gilberto Silva,332,1
115811301935382,Analice Fernandes,Analice Fernandes,332,4
479089705503936,Dep. Ricardo França,Ricardo Longatti França,317,5
112021296931600,Mônica Lopes,IBPOM,316,16
7970426802,WWF-Brasil,WWF-Brasil,316,33
257250264610736,Be8,Be8,311,2
363464780341639,Prefeitura de Blumenau,Prefeitura de Blumenau,311,4
263563620333111,Eduardo Braga,Carlos Braga,310,2
611089352393703,Rosangela Donadon - Deputada Estadual,Rosangela Henrique Pereira Donadon,304,5
107827985562258,Zany Leite Jr.,Zany Leite Junior,300,2
113598201097039,Mano Medeiros,Luiz Inojosa De Medeiros,298,5
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,288,5
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,286,2
840675705988703,Associação dos Delegados de Polícia de SC - ADEPOL-SC,Maicon Rafael Valadao,286,1
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,286,3
1507476039474128,Domingos Neto,Domingos Gomes De Aguiar Neto,285,30
170166996524709,Orlando Morando,Orlando Morando Junior,284,16
186758178112935,Assembleia Legislativa do Espírito Santo,These ads ran without a disclaimer,284,1
123323271155574,Virginia Mendes,Virginia Raquel Taveira E Silva Mendes Ferreira,280,3
367279553431714,Joel da Harpa,Joel da Harpa,279,4
517712008679531,Helio Lopes,Helio Lopes,276,2
1433130856919702,Dário Saadi,Dário Saadi,272,6
187682584611376,Aureo Ribeiro,Aureo Ribeiro,270,3
103485942710607,Carlos Santiago 22.,Carlos Alberto Santiago Gomes Barbosa,251,5
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,248,7
213048568820524,Vereador Paulo Frange,Rodrigo Carvalho,248,20
580813708692882,Davi Alcolumbre,David Samuel Alcolumbre Tobelem,247,10
112208748024338,Agência Rockn - Marketing de Resultados,Carlos Bomfim,245,76
235356953965179,Senador Jaime Bagattoli,Senador Jaime Bagattoli,244,4
1671656236440009,Mauro Tramonte,Mauro Henrique Tramonte,243,1
168865359819628,NOVO 30,Partido Novo,241,13
505522072927016,Flávio Nogueira Júnior,Flávio Rodrigues Nogueira Júnior,241,3
650190518395498,Fabio Garcia,FÁBIO PAULINO GARCIA,236,10
1414776178738297,Marcelo Lima,Marcelo Lima,226,7
126491270729748,Childhood Brasil,Childhood Brasil,222,1
150897651635768,Governo do Estado do Ceará,Governo do Estado do Ceará,218,1
201878973201295,Republicanos10,Republicanos10,218,10
1437843656540112,Lucas Sanches,Lucas Promessia,217,8
100230636059140,Tv Cidade online,Tv Cidade online,217,3
367197653335628,Roosevelt Vilela,Roosevelt Vilela,216,3
110225312350543,Nova Escola,Associação Nova Escola,215,22
677355412700059,Eduardo Freccia,Eduardo Freccia,209,6
393466617381710,Vetor Brasil,Vetor Brasil,205,16
168785339932466,Câmara Municipal de João Pessoa,Câmara Municipal de João Pessoa,200,16
614016465286603,CPERS/Sindicato,CPERS/Sindicato,200,4
842245655790289,Júnior Ferrari,Júnior Ferrari,198,6
124463777940096,Deputado Roberto Costa,Jose Roberto Costa Santos,197,4
104457034538461,Drª Taissa Sousa,Drª Taissa Sousa,196,2
114545680471703,Pedro Quintanilha - Mentalidade Empreendedora,Eduardo Lima Ferreira,195,60
2323904661180742,All Out Brasil,All Out,195,12
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,194,32
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,192,12
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,191,32
104431355234690,Minuto Escola,Um Minuto Produções Culturais LTDA,189,3
1500606083580137,João Azevêdo,João Azevedo,188,5
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,188,16
610948472274615,Prefeitura de Almirante Tamandaré,MUNICIPIO DE ALMIRANTE TAMANDARE,187,4
261092760666998,Luiza Ribeiro,Luiza Ribeiro Gonçalves,186,8
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,186,62
391175961040598,ADE SAMPA,ADE SAMPA,184,10
538984582880293,Wilker Barreto,Wilker Barreto,184,14
109243215854131,Fábio Núñez Novo,Fabio Novo,184,7
666404146756018,Progressistas PI,Diretório Estadual do Progressistas - PI,181,2
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,181,41
1648774568764604,Newborn Lovers,HW LTDA,179,2
1819748851624201,Sassá da Construção Civil,Cicero Custodio Da Silva,175,3
348704312899125,foconofato,FOCO NO FATO,172,18
631711806855209,Prefeitura de Colombo,Prefeitura de Colombo,172,2
293203204173593,Raizer Ferreira,Raizer da Silva Ferreira,170,1
1333583893323350,Edson Santos,Edson Santos De Souza,167,21
486914985073732,Eduardo Girão,Eduardo Girão,166,8
111174443891469,Deputado Pedro Lobo,Pedro Neto Lobo Soares,165,2
1206261422820710,Prefeitura de Foz do Iguaçu,Prefeitura de Foz do Iguaçu,165,10
669979576373645,Delegado Eduardo Boigues,Delegado Eduardo Boigues,165,11
451370971560727,Tito,Carlos Tito Marques Cordeiro,164,12
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,163,2
409540602424777,Luciano Ducci,LUCIANO DUCCI,162,3
114407660269758,Zé Haroldo Cathedral,Jose Haroldo Figueiredo Campos,161,3
1801475276791352,Câmara Municipal de Osasco,Câmara Municipal de Osasco,157,15
285083994905681,MDB Mulher Nacional,MOVIMENTO DEMOCRATICO BRASILEIRO BRASIL BR NACIONAL,156,4
1823290424577861,Felipe Camarão,Felipe Costa Camarão,155,4
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,155,2
107751251520969,Clarice Ganem SP,Clarice Ganem,150,4
153983763450134,Clarice Ganem,Clarice Ganem,150,5
465508674236677,Edmar Ptak,Edmar Ptak Guimaraes,149,8
220778897969256,Zeca Dirceu,Zeca Dirceu,148,8
175072079887754,Sindicatos Online,Sindicatos Online - SON,148,1
800191420076446,Paulo Mansur,Paulo Mansur,147,2
281680372209686,Sabrina Garcez,Sabrina Garcez,145,3
543175155700057,Fernando Fernandes Filho,Claudia Vicenza Funari Sa Borges,144,1
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",144,36
520803328039440,Recicla Sampa,Eco Urbis e Loga,141,44
127421414469102,Thiago Filomeno,Thiago Filomeno,139,3
481960978885807,Paula Belmonte,PAULA MORENO PARO BELMONTE,138,30
108258263887995,Débora Menezes,Debora S. de Menezes,137,11
780458271981477,Prefeitura de Gravataí,AD3Plus,137,4
359656821563954,Geraldo Neto,Geraldo Neto Almeida,135,3
172444996112900,Fundo Brasil,Fundo Brasil,135,85
390501545079417,Silvia Cristina,Deputada Silvia Cristina,134,7
448928461819807,Matheus Mafepi,Matheus Mafepi,133,3
587065281989375,Topazio Neto,Topazio Silveira Neto,133,4
197055404071409,Felipe Souza,Felipe Souza,130,7
111949165566730,Romário Faria,Romário Faria,129,4
117903068817531,Clodoaldo Magalhães,Clodoaldo Magalhães,128,17
1389429587984302,Renato Antunes,Renato Antunes,126,2
114528465397935,Prefeitura de São Gabriel da Palha,Prefeitura de São Gabriel da Palha,126,1
172537086199806,Sebrae Tocantins,Sebrae Tocantins,124,24
2209636419286152,Elismar Prado,Elismar Fernandes Prado,124,9
124998294254987,Vereadora Marcia Taschetti,Marcia Aparecida Taschetti,123,3
541089776080092,Sanofi Brasil,Thaina Souza De Campos,122,2
215530881862713,Elika Takimoto,Elika Takimoto,121,1
1694222100834813,Marcos Marques,Marcos Marques,121,6
173698339802515,Rafael Brito,Rafael Brito,120,6
172724889456920,Vinicius Simões,VINICIUS JOSÉ SIMÕES,120,11
2544666325578449,Eleja.se,Eleja.se,120,18
419403571442761,Mário César Filho,Mário César Rodrigues Balduino,118,8
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,117,14
404028499633505,Pedro Matos,Pedro Matos,115,19
110512681559043,Morgan,These ads ran without a disclaimer,115,18
2016641191899819,Bruno Ganem - Indaiatuba,Bruno Ganem,114,1
208884825929448,Josias Gomes,Josias Gomes Da Silva,114,5
201044363357878,Aliel Machado,Aliel Machado,113,7
106511987371835,Base.Lab,BaseLab Consultoria Política,113,10
429878210372011,Heliton do Valle,Heliton Scheidt Do Valle,112,3
116800608011696,Compol Brasil,FEPESE - Fundação de Estudos e Pesquisas Socioeconômicos,111,12
108143861587898,Mauricio Neves,Mauricio Neves,111,13
287241588030040,Cidade de Presidente Prudente,Prefeitura Municipal de Presidente Prudente,111,3
272425403490751,Ana Paula Junqueira Leão,Ana Junqueira,111,2
191979837512542,Banco Alfa,These ads ran without a disclaimer,111,1
105262805652284,Summit Cidades,FEPESE - Fundação de Estudos e Pesquisas Socioeconômicos,110,29
210419045710164,Rede PitStop,These ads ran without a disclaimer,110,2
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,110,2
1165488993512231,Nossas,NOSSAS,110,1
