Location name,Amount spent (VND)
An Giang Province,98436
Bà Rịa–Vũng Tàu Province,47447
Bình Dương Province,251800
Bình Phước Province,137835
Bình Thuận Province,31613
Bình Định Province,56316
Bạc Liêu Province,60111
Bắc Giang Province,53992
Bắc Kạn Province,6575
Bắc Ninh Province,57745
Bến Tre Province,77259
Cao Bằng Province,59305
Cà Mau Province,76359
Cần Thơ,54857
Da Nang,67159
Gia Lai Province,54708
Haiphong,34326
Ho Chi Minh City,887521
Hà Giang Province,26464
Hà Nam Province,12530
Hà Tĩnh Province,69596
Hòa Bình Province,14261
Hưng Yên Province,27595
Hải Dương Province,41798
Hậu Giang Province,13116
Khánh Hòa Province,22924
Kiên Giang Province,107583
Kon Tum Province,1557
Lai Châu Province,24319
Long An Province,91712
Lào Cai Province,16845
Lâm Đồng Province,54756
Lạng Sơn Province,26091
Nam Định Province,29779
Nghệ An Province,133142
Ninh Bình Province,49182
Ninh Thuận Province,28402
Phú Thọ Province,63589
Phú Yên Province,10725
Quảng Bình Province,2504
Quảng Nam Province,20842
Quảng Ngãi Province,26387
Quảng Ninh Province,50663
Quảng Trị Province,49562
Sóc Trăng Province,44734
Sơn La Province,50985
Thanh Hóa Province,104822
Thái Bình Province,69820
Thái Nguyên Province,119987
Thừa Thiên–Huế Province,51114
Tiền Giang Province,60968
Trà Vinh Province,19546
Tuyên Quang Province,26406
Tây Ninh Province,82617
Unknown,115
Vĩnh Long Province,72724
Vĩnh Phúc Province,26843
Yên Bái Province,62814
Điện Biên Province,25046
Đắk Lắk Province,101687
Đắk Nông Province,25338
Đồng Nai Province,314685
Đồng Tháp Province,70988
