Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
475681929154100,国連UNHCR協会,国連UNHCR協会,218476,18
101997779146691,正しいお金の借り方,These ads ran without a disclaimer,56274,3
1904070096535109,スマート選挙,株式会社センキョ,43334,11
684161888345926,西日本新聞me,西日本新聞me,31884,16
208661552479830,日本財団,Shigeru Fujita,21835,2
105573155696478,つもり洋介（津森洋介）,つもり洋介（津森洋介）,20976,1
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,19146,13
100768172344790,ビューティートピック,These ads ran without a disclaimer,11071,3
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,8947,1
102468941548369,宮城県民共済,宮城県民共済,6882,3
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,6743,3
361961963894878,東京都議会議員小山くにひこ,Kunihiko Koyama,5695,1
102123262349398,県知事トークキャラバン事務局,面木 洋一,5390,1
109760801771369,橋本 みきひこ,橋本 みきひこ,4846,3
270368192998908,世田谷区議会議員  あべ力也,阿部 力也,4807,1
603731356470113,関西学院大学　診療所を中核とした地域医療経営人材育成プログラム,関西学院大学専門職大学院　経営戦略研究科,4000,1
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,3971,4
459101354119592,石巻金華鯖ずし”華ずし”,Tsubasa Itabashi,3226,1
136636846682019,ふるさと名品オブ・ザ・イヤー,ふるさと名品オブ・ザ・イヤー,3221,4
103921962501743,こまざき美紀,こまざき美紀,2624,2
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,1945,2
881025135256351,Japan In-depth,Japan In-depth,1743,6
151214938794853,ミエセン,ジャッグジャパン株式会社,1661,9
676655469036670,松下政経塾,松下政経塾,1002,2
168869767018564,白石洋一よういち,Yoichi Shiraishi,848,1
111452121171849,選挙しか勝たん！しんどい地獄の政治活動は業者に頼む！「どぶ板選挙ドットウィン！」緊急相談窓口「03-6915-2310」,成田幹男,825,1
486394434773945,春日部市議会議員　栄ひろみ　サポーターズクラブ,栄ひろみサポーターズクラブ,709,1
256504371891671,the-issues.jp,株式会社issues,630,9
296703483713248,【久喜市議会議員】新井けん応援ページ,Ken Arai,535,1
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,533,1
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,484,1
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,459,2
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,438,1
492073607520322,認定特定非営利活動法人 ふくしま30年プロジェクト,NPO法人ふくしま30年プロジェクト,389,1
102345105947737,選挙しか勝たん！どぶ板を業者に任せる楽ちん候補予定者のための「ポスターPR党」by 選挙ドットウィン「03-6915-2310」,僕俺株式会社,351,1
192399998157650,市来ハヤト（大阪維新の会）,市來隼後援会,349,1
1410243545774903,一般社団法人日本wpa,Ogawa Yuzo,325,1
101748831662100,一般社団法人リエートス,These ads ran without a disclaimer,322,2
100554152593223,堤じゅん太事務所 【京都府議会議員】,堤 じゅん太,219,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,159,1
163897240844320,高木信明＠葛飾区議会危機管理対策委員長,高木 信明,149,1
105371502336242,乌克兰.ua,These ads ran without a disclaimer,132,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,122,1
659484080845648,小島まさやす　熊谷No1プロジェクト,These ads ran without a disclaimer,107,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,1
