Location name,Amount spent (BRL)
Acre (state),429
Alagoas,2632
Amapá,373
Amazonas,2805
Bahia,11800
Ceará,9035
Espírito Santo,2124
Federal District,2214
Goiás,4633
Maranhão,5613
Mato Grosso,2501
Mato Grosso do Sul,1953
Minas Gerais,11199
Paraná,6262
Paraíba,2871
Pará,3555
Pernambuco,7245
Piauí,1945
Rio Grande do Norte,3244
Rio Grande do Sul,10585
Rio de Janeiro (state),11277
Rondônia,779
Roraima,1351
Santa Catarina,4593
Sergipe,3952
São Paulo (state),34002
Tocantins,1134
Unknown,≤100
