Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,6396,80
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,856,3
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,618,1
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,546,2
550280998481446,Rasha Kelej,Rasha Kelej,534,5
110877857406073,المهندس حسام لبن,المهندس حسام لبن,520,3
131189377574,MDPI,These ads ran without a disclaimer,429,5
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,421,5
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,402,4
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,398,9
101413676017001,Box2Box مع محمد شبانة,محمد السيد عبد الستار,394,1
166420296805460,حزب المحافظين,حزب المحافظين,371,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,357,1
666470146818916,مؤسسة جبر القلوب,Mohamed Elsafty,353,2
103283332669003,مؤسسة جمال الجارحي للتنمية المجتمعية,محمد السيد عبد الستار,329,2
823788047675556,Call of War,These ads ran without a disclaimer,325,2
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,318,5
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,309,3
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,285,7
112132621789349,Support Youssef - عشان يوسف,Support Youssef - عشان يوسف,273,1
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,228,3
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,211,2
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,196,6
103086629281243,محمد الشنراوي,محمد الشنراوي,196,3
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,192,2
102806525317449,Delta Landmark,Delta Landmark,182,5
