Location name,Amount spent (VND)
An Giang Province,8563
Bà Rịa–Vũng Tàu Province,7355
Bình Dương Province,9488
Bình Phước Province,6021
Bình Thuận Province,9588
Bình Định Province,6938
Bạc Liêu Province,2636
Bắc Giang Province,41749
Bắc Kạn Province,1515
Bắc Ninh Province,36531
Bến Tre Province,4896
Cao Bằng Province,1673
Cà Mau Province,4665
Cần Thơ,6315
Da Nang,9487
Gia Lai Province,5339
Haiphong,10213
Ho Chi Minh City,249735
Hà Giang Province,1555
Hà Nam Province,4208
Hà Tĩnh Province,8608
Hòa Bình Province,5438
Hưng Yên Province,28160
Hải Dương Province,17488
Hậu Giang Province,2152
Khánh Hòa Province,9310
Kiên Giang Province,8642
Kon Tum Province,2618
Lai Châu Province,490
Long An Province,5422
Lào Cai Province,1378
Lâm Đồng Province,10285
Lạng Sơn Province,4927
Nam Định Province,8287
Nghệ An Province,29141
Ninh Bình Province,4336
Ninh Thuận Province,3087
Phú Thọ Province,6362
Phú Yên Province,4467
Quảng Bình Province,4633
Quảng Nam Province,7507
Quảng Ngãi Province,5582
Quảng Ninh Province,7852
Quảng Trị Province,5460
Sóc Trăng Province,3755
Sơn La Province,4044
Thanh Hóa Province,15501
Thái Bình Province,7086
Thái Nguyên Province,8761
Thừa Thiên–Huế Province,8993
Tiền Giang Province,5660
Trà Vinh Province,3477
Tuyên Quang Province,3546
Tây Ninh Province,6888
Vĩnh Long Province,4229
Vĩnh Phúc Province,20975
Yên Bái Province,3385
Điện Biên Province,1679
Đắk Lắk Province,11564
Đắk Nông Province,3494
Đồng Nai Province,18605
Đồng Tháp Province,5836
