Location name,Amount spent (JPY)
Aichi Prefecture,12195
Akita Prefecture,1472
Aomori Prefecture,2174
Chiba Prefecture,9960
Ehime Prefecture,1825
Fukui Prefecture,2005
Fukuoka Prefecture,36485
Fukushima Prefecture,2988
Gifu Prefecture,3070
Gunma Prefecture,2844
Hiroshima Prefecture,6096
Hokkaido,7946
Hyōgo Prefecture,12169
Ibaraki Prefecture,4546
Ishikawa Prefecture,2253
Iwate Prefecture,1578
Kagawa Prefecture,1669
Kagoshima Prefecture,1919
Kanagawa Prefecture,19724
Kumamoto Prefecture,6548
Kyoto Prefecture,6003
Kōchi Prefecture,771
Mie Prefecture,2614
Miyagi Prefecture,8317
Miyazaki Prefecture,1680
Nagano Prefecture,3637
Nagasaki Prefecture,4246
Nara Prefecture,2324
Niigata Prefecture,3169
Okayama Prefecture,3398
Okinawa Prefecture,4628
Osaka Prefecture,17328
Saga Prefecture,3299
Saitama Prefecture,12986
Shiga Prefecture,2453
Shimane Prefecture,995
Shizuoka Prefecture,4642
Tochigi Prefecture,2976
Tokushima Prefecture,1079
Tokyo,40050
Tottori Prefecture,639
Toyama Prefecture,1466
Unknown,≤100
Wakayama Prefecture,1517
Yamagata Prefecture,1624
Yamaguchi Prefecture,1830
Yamanashi Prefecture,1430
Ōita Prefecture,3801
