Location name,Amount spent (CZK)
Central Bohemian Region,6549
Hradec Králové Region,2608
Karlovy Vary Region,1700
Liberec Region,2270
Moravian-Silesian Region,6541
Olomouc Region,3775
Pardubice Region,2714
Plzeň Region,3421
Prague,16296
South Bohemian Region,3135
South Moravian Region,8105
Unknown,≤100
Vysočina Region,2361
Zlín Region,3537
Ústí nad Labem Region,5013
