Location name,Amount spent (NOK)
Akershus,3123
Aust-Agder,615
Buskerud,1498
Finnmark,518
Hedmark,1197
Hordaland,3597
Møre og Romsdal,2011
Nord-Trøndelag,916
Nordland,1855
Oppland,1154
Oslo,6473
Rogaland,2708
Sogn og Fjordane,729
Sør-Trøndelag,2075
Telemark,933
Troms,1176
Unknown,≤100
Vest-Agder,1156
Vestfold,1335
Østfold,1922
