Location name,Amount spent (USD)
Alabama,8624
Alaska,2061
American Samoa,≤100
Arizona,20307
Arkansas,6088
California,94174
Colorado,20197
Connecticut,9849
Delaware,3995
Florida,74486
Georgia,22737
Guam,≤100
Hawaii,3094
Idaho,4410
Illinois,42082
Indiana,26898
Iowa,8470
Kansas,7819
Kentucky,10241
Louisiana,13796
Maine,6579
Maryland,46611
Massachusetts,19302
Michigan,29728
Minnesota,29885
Mississippi,6726
Missouri,16467
Montana,9144
Nebraska,4554
Nevada,7901
New Hampshire,9110
New Jersey,32383
New Mexico,4101
New York,66864
North Carolina,29224
North Dakota,1276
Northern Mariana Islands,≤100
Ohio,43142
Oklahoma,13048
Oregon,11691
Pennsylvania,54890
Puerto Rico,≤100
Rhode Island,2445
South Carolina,11931
South Dakota,1536
Tennessee,19933
Texas,130804
Unknown,115
Utah,6633
Vermont,3241
Virgin Islands (U.S.),≤100
Virginia,26831
Washington,18100
"Washington, District of Columbia",12719
West Virginia,5587
Wisconsin,18741
Wyoming,1150
