Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
1689132724682504,MMAWT legacy initiative,Amiru Adamu,11563,48
102911942793356,,Sebastian Momoh,7963,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7031,2
110370287418754,Momoh AbdulLasis Lucky,Sebastian Momoh,4541,1
553619271453229,Alhaji Yahaya Bello,Alhaji Yahaya Bello,2849,2
100202924924063,Page 36,Page 36,2507,9
103018869332378,BantuPage,Ikechukwu Orji,2196,6
101229044647022,Senator Mohammed Sani Musa,Suleiman Sani Musa,2066,4
1909779445701718,Tiv Actor’s,Tiv Actor’s,1759,3
100391171881746,Matrixliveng.com,Matrixliveng.com,1716,3
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1371,2
669292283251682,Federal Inland Revenue Service - FIRS,FIRS Media Team,1212,1
236831106803225,Accountability Lab Nigeria,Accountability Lab Nigeria,1149,1
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,1093,1
411368726333436,Kelvin Simeon,These ads ran without a disclaimer,1015,1
100907415408413,Danielle Parish Drake Bridal,These ads ran without a disclaimer,951,1
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,902,1
104414292240586,H.E. USMAN Mamman Durkwa,H.E. USMAN Mamman Durkwa,848,3
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,667,1
102169824695398,Rero TV,Rero TV,654,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,564,3
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,528,1
107477785159181,PROMAD Foundation,PROMAD Infotech Foundation,496,1
102124265975644,Kenneth Okanoro Foundation,These ads ran without a disclaimer,482,1
106759528878842,Liberty Badmus Olawale,These ads ran without a disclaimer,462,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,462,1
103056309161921,Meksmedia,Meksmedia,448,1
104679584528987,Flourish,Tolutope Olubanke Anne Temitopeoluwa,439,1
110338541289138,AHMED ALIYU Sokoto TV,Ayodeji Adeola Badru,432,1
106343127908321,Dr Dauda Lawal Dare Tv,Ayodeji Adeola Badru,423,1
101460842681784,TRT Afrika,These ads ran without a disclaimer,380,2
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,326,1
1121939461191937,HouseHold furniture and Interiors,These ads ran without a disclaimer,302,1
258237094650339,Voice Of More,Adeosun Abdulwahab Adebowale,282,2
1090814171006609,Men's Lives Matter Too,These ads ran without a disclaimer,153,1
131664893560695,Origins OSU,These ads ran without a disclaimer,102,1
100306016263791,Anambra State Road Traffic Management Agency,Anambra State Road Traffic Management Agency,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim.,Mubarak Hamza Adam,≤100,1
107640920840336,,These ads ran without a disclaimer,≤100,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,≤100,2
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,1
520171088019503,Liforme,These ads ran without a disclaimer,≤100,1
1655478897929127,Ladies Social Network,These ads ran without a disclaimer,≤100,1
101148695644168,Kingdom 1st TV,These ads ran without a disclaimer,≤100,1
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,1
115822260263910,NILDS,These ads ran without a disclaimer,≤100,1
