Location name,Amount spent (JPY)
Aichi Prefecture,19929
Akita Prefecture,1223
Aomori Prefecture,2209
Chiba Prefecture,21191
Ehime Prefecture,1806
Fukui Prefecture,2052
Fukuoka Prefecture,47148
Fukushima Prefecture,3484
Gifu Prefecture,3964
Gunma Prefecture,3000
Hiroshima Prefecture,8356
Hokkaido,20206
Hyōgo Prefecture,15872
Ibaraki Prefecture,4622
Ishikawa Prefecture,2616
Iwate Prefecture,2137
Kagawa Prefecture,1933
Kagoshima Prefecture,2724
Kanagawa Prefecture,39455
Kumamoto Prefecture,4859
Kyoto Prefecture,6979
Kōchi Prefecture,846
Mie Prefecture,2537
Miyagi Prefecture,9603
Miyazaki Prefecture,1942
Nagano Prefecture,3774
Nagasaki Prefecture,3766
Nara Prefecture,2831
Niigata Prefecture,3866
Okayama Prefecture,2979
Okinawa Prefecture,2975
Osaka Prefecture,30992
Saga Prefecture,2395
Saitama Prefecture,18471
Shiga Prefecture,3095
Shimane Prefecture,1064
Shizuoka Prefecture,5746
Tochigi Prefecture,7278
Tokushima Prefecture,1324
Tokyo,86596
Tottori Prefecture,672
Toyama Prefecture,1924
Unknown,≤100
Wakayama Prefecture,1579
Yamagata Prefecture,2230
Yamaguchi Prefecture,2529
Yamanashi Prefecture,2521
Ōita Prefecture,3089
