Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,1173356,1
654396084640049,IMM GROUP,IMM Group,1027948,8
109079315342282,Phong Thủy Thiên Phúc,These ads ran without a disclaimer,675039,3
125279958350,Give.Asia,These ads ran without a disclaimer,457415,2
105355282148912,Phạm Văn Thanh - Lương Y Vùng Cao,These ads ran without a disclaimer,278487,1
102833359215349,Chủ.Tịch Vũ Nga,These ads ran without a disclaimer,192395,1
103825932381345,Tự xét nghiệm HIV tại nhà - Trung tâm Kiểm soát bệnh tật tỉnh An Giang,Tự xét nghiệm HIV tại nhà - Trung tâm Kiểm soát bệnh tật tỉnh An Giang,182056,1
100354958698407,Vui App - Chi lương Linh hoạt,These ads ran without a disclaimer,133774,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,131477,2
919479674872321,Báo Nghệ An,Báo Nghệ An,130823,1
123730220638175,Phòng chờ Vân Vân,These ads ran without a disclaimer,105339,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,98462,2
101341567944335,Xuất Khẩu Lao Động Nhật Bản Uy Tín số 1- DECO,These ads ran without a disclaimer,78316,1
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,76984,2
106877281352810,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,51651,1
120005451080385,Tham gia miễn phí-31,These ads ran without a disclaimer,30704,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,25895,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,23145,1
108806494602409,Nevada Chuyên Gia Giảm Béo,These ads ran without a disclaimer,342,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
172348652806226,DEKRA,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
668479916637069,NES Fircroft,These ads ran without a disclaimer,≤100,1
112358011809259,Review Game Tiên Hiệp Mobile,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
156466741102918,Monty Mobile,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,2
109578537147209,Human Race,These ads ran without a disclaimer,≤100,1
