Location name,Amount spent (BRL)
Acre (state),1019
Alagoas,2429
Amapá,765
Amazonas,3983
Bahia,9806
Ceará,8687
Espírito Santo,7399
Federal District,4290
Goiás,6247
Maranhão,4969
Mato Grosso,4386
Mato Grosso do Sul,2706
Minas Gerais,22607
Paraná,12200
Paraíba,4777
Pará,8205
Pernambuco,7806
Piauí,2538
Rio Grande do Norte,3826
Rio Grande do Sul,11416
Rio de Janeiro (state),15549
Rondônia,2086
Roraima,895
Santa Catarina,11565
Sergipe,1810
São Paulo (state),46068
Tocantins,1372
Unknown,≤100
