Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,7001050
Apure,1155005
Aragua,8751050
Barinas,3500000
Bolívar (state),5412123
Capital District,24413905
Carabobo,16502100
Cojedes,1037504
Delta Amacuro,287501
Falcón,3562115
Guárico,1750000
Lara,8251050
Miranda (state),7523582
Monagas,2418560
Mérida,4562120
Nueva Esparta,3838566
Portuguesa,2751050
Sucre,1751050
Trujillo,1751050
Táchira,7837134
Unknown,≤100
Vargas,4000000
Yaracuy,2752100
Zulia,14254200
