Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,43528,329
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",16515,83
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,13353,313
137389166280413,Estácio,Estácio,12069,3
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,12022,52
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,9511,6
465235726843103,Ambev,Ambev,8071,12
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,6648,7
112830251033781,Tiger,GRUPO HEINEKEN,5002,1
171169022896525,Guaraná Antarctica,Ambev,4517,2
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,4413,4
159103797542,Greenpeace Brasil,Greenpeace Brasil,3901,209
255804437808407,Vale,Vale,3090,4
113165042099382,Brasil 61,Brasil 61,2463,33
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,2097,2
140386962704024,Governo de Pernambuco,Governo de Pernambuco,1970,13
112021296931600,Mônica Lopes,IBPOM,1751,146
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1720,247
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,1612,16
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,1514,35
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heraclito Do Porto Queiroz,1173,7
198849783539777,Buscofem,These ads ran without a disclaimer,1073,1
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1044,10
69488070826,Fundação Abrinq,Fundação Abrinq,1021,10
330379553673497,Oxfam Brasil,Oxfam Brasil,895,87
165175370206522,Citi Brasil,Citi Brasil,868,5
258088921369,TOTVS,TOTVS,829,8
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,816,83
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,806,4
224777780881144,Visão Mundial,Visão Mundial,783,15
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,760,11
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,754,9
101189854802059,Revista Oeste,Revista Oeste,738,8
7970426802,WWF-Brasil,WWF-Brasil,691,53
110418455214538,Bernardo K.,Filhos do Trovão,644,97
239977579362882,Blue3,Blue3 Investimentos,617,5
105181041926908,Darwin Seguros,Darwin Seguros,601,1
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,599,95
157964194719,Enel Clientes Brasil,Enel Brasil,572,4
104111275943289,Paula Ribeiro,These ads ran without a disclaimer,570,25
2117844631766178,ABIA - Associação Brasileira da Indústria de Alimentos,These ads ran without a disclaimer,554,2
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,536,20
263563620333111,Eduardo Braga,Carlos Braga,532,5
348704312899125,foconofato,FOCO NO FATO,530,27
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,523,4
1544493995819099,Roberto Cláudio,Roberto Claudio Bezerra,511,1
160820277348919,Coren-RJ,Coren-RJ,505,6
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,484,9
404585332967669,Prefeitura de Senador Canedo,Versatily Ambiental e Marketing,483,5
501423583268967,Vivix Vidros Planos,These ads ran without a disclaimer,468,1
152338908863109,William Dornela,William Dornela,443,65
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,440,3
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,436,20
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,434,2
314213892042373,Diego Garcia,Diego Garcia,404,4
110225312350543,Nova Escola,Associação Nova Escola,399,18
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,399,35
105933125105087,Aqui Pela Saúde Dela,Organon,395,7
687008454694990,Randolfe Rodrigues,Randolfh Frederich Rodrigues Alves,389,4
588749897806578,Prefeitura de Piraquara,MUNICIPIO DE PIRAQUARA,386,2
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,382,2
