Location name,Amount spent (AUD)
Australian Capital Territory,1277
Jervis Bay Territory,≤100
New South Wales,119732
Norfolk Island,≤100
Northern Territory,336
Queensland,11013
South Australia,4015
Tasmania,1628
Unknown,≤100
Victoria,20471
Western Australia,7098
