Location name,Amount spent (ARS)
Buenos Aires,1369184
Catamarca,77458
Chaco,56716
Chubut,78066
Ciudad Autónoma de Buenos Aires,352138
Corrientes,32154
Córdoba,1024549
Entre Rios,59976
Formosa,19864
Jujuy,72581
La Pampa,63220
La Rioja,15227
Mendoza,52476
Misiones,23543
Neuquén,84115
Río Negro,54187
Salta,120289
San Juan,101158
San Luis,38539
Santa Cruz,9187
Santa Fe,240285
Santiago del Estero,13459
Tierra del Fuego,76472
Tucuman,51415
Unknown,≤100
