Location name,Amount spent (VND)
An Giang Province,132149
Bà Rịa–Vũng Tàu Province,142785
Bình Dương Province,282470
Bình Phước Province,106369
Bình Thuận Province,204675
Bình Định Province,122121
Bạc Liêu Province,92541
Bắc Giang Province,264481
Bắc Kạn Province,55639
Bắc Ninh Province,167357
Bến Tre Province,113037
Cao Bằng Province,57411
Cà Mau Province,99180
Cần Thơ,57941
Da Nang,175807
Gia Lai Province,119714
Haiphong,140581
Ho Chi Minh City,1392019
Hà Giang Province,87894
Hà Nam Province,91130
Hà Tĩnh Province,175867
Hòa Bình Province,110160
Hưng Yên Province,98009
Hải Dương Province,218958
Hậu Giang Province,33133
Khánh Hòa Province,80884
Kiên Giang Province,148638
Kon Tum Province,44583
Lai Châu Province,36573
Long An Province,187405
Lào Cai Province,52857
Lâm Đồng Province,119342
Lạng Sơn Province,109527
Nam Định Province,141274
Nghệ An Province,395478
Ninh Bình Province,76539
Ninh Thuận Province,69639
Phú Thọ Province,452386
Phú Yên Province,85102
Quảng Bình Province,118804
Quảng Nam Province,79891
Quảng Ngãi Province,145607
Quảng Ninh Province,136043
Quảng Trị Province,88146
Sóc Trăng Province,94802
Sơn La Province,143981
Thanh Hóa Province,330966
Thái Bình Province,142696
Thái Nguyên Province,150169
Thừa Thiên–Huế Province,99738
Tiền Giang Province,121408
Trà Vinh Province,71722
Tuyên Quang Province,147775
Tây Ninh Province,76722
Unknown,≤100
Vĩnh Long Province,68304
Vĩnh Phúc Province,129070
Yên Bái Province,131440
Điện Biên Province,80733
Đắk Lắk Province,577746
Đắk Nông Province,90238
Đồng Nai Province,253318
Đồng Tháp Province,97838
