Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),22059,26
26458152911,SOS Børnebyerne,SOS Børnebyerne,10679,37
220361474643059,Arla,Arla,6539,20
65929129383,Røde Kors,Røde Kors,6074,58
59143726810,Psykiatrifonden,Psykiatrifonden,5556,7
399210657232918,PlanBørnefonden,PlanBørnefonden,5136,24
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,4637,24
125934997444897,SuperBrugsen,Coop,4283,2
67571270393,Red Barnet,Red Barnet,4008,35
116269191760882,DSB,DSB,3620,1
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,3440,49
122577072476986,Amalo,Amalo,3071,18
867877683280051,Weekendavisen,Weekendavisen,2994,25
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2972,36
72672361910,Børns Vilkår,Børns Vilkår,2541,11
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,2372,7
748887235210811,Obton Forvaltning A/S,Obton A/S,2339,21
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2274,10
12787473132,Berlingske,Berlingske,2124,32
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1464,36
55365680705,Greenpeace Danmark,Greenpeace Danmark,1359,44
106468772046278,Project Greensand,Project Greensand,1239,4
102154048301476,Lederstof.dk,Lederne,1159,2
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1149,10
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1117,21
250994288337708,Sex og Samfund,Sex og Samfund,1081,8
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,1037,4
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,960,2
175901923124109,København LIV,København LIV,880,2
437410226312057,Københavns Kommune,Københavns Kommune,872,4
1643818125897989,Fonden Novavi,Fonden Novavi,788,23
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,779,21
287306323369,Børnecancerfonden,Børnecancerfonden,779,2
154415494575789,IDA,IDA,684,4
103778941848389,Skanderborg LIV,SkanderborgLIV,595,1
109777417966097,Syddjurs LIV,SyddjursLIV,587,1
110968767844640,Norddjurs LIV,NorddjursLIV,586,1
130388840342741,Danske Bank,Danske Bank,576,4
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,536,20
110560691837684,SolCompagniet,SolCompagniet,528,1
2047554945456852,Climaider,Climaider,488,4
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,486,1
110611267881344,Risskov LIV,RisskovLIV,471,1
102044728749312,Viby-Stavtrup LIV,Viby-StavtrupLIV,467,1
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,440,13
109450894144575,Kontrast,Kontrast.dk Aps,431,18
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,424,5
304554445813,Videncentret Bolius,Videncentret Bolius,418,13
334571029981175,DM og MA studerende,DM,395,4
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,391,5
36664432940,Amnesty International Danmark,Amnesty Danmark,389,22
1688214178159008,BARONS,BARONS,344,4
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,327,4
111095867334448,Rent Hav,Rent Øresund,317,1
105511328705392,HØRT,Børns Vilkår,303,2
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,296,1
112564201018569,Tranbjerg-Mårslet LIV,Tranbjerg-MårsletLIV,295,1
246977185497434,Plastic Change,Plastic Change,293,16
314676938743,DM din akademiske fagforening,DM,291,8
246097715413231,Alkohol & Samfund,Alkohol & Samfund,289,18
1704424023182897,Politiken Historie,Politiken Historie,288,7
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,275,3
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,251,4
121570596369,CARE Danmark,CARE i Danmark,232,18
304554445813,Videncentret Bolius,Bolius,225,3
145392175531068,JydskeVestkysten,JydskeVestkysten,216,3
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,209,44
1405355586351630,Carlsbergfondet,Carlsbergfondet,205,4
187887638465,UC SYD,UC SYD,196,5
1437219173185225,Myhouse,CDM A/S,194,1
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,176,1
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,171,4
106242252762376,Fyens.dk,Fyens Stiftstidende,171,3
433894979981076,Verdens Bedste Fødevarer,Verdens Bedste Fødevarer,169,1
394222523017,stiften.dk,Århus Stiftstidende,168,3
821686444837174,Billund Kommune,Billund Kommune,140,1
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,129,1
190478867632122,Frederiksberg LIV,FrederiksbergLIV,119,1
107632624972536,Lystrupliv,LystrupLIV,118,1
366939412915,Din Sundhedsfaglige A-kasse - DSA,Din Sundhedsfaglige A-kasse - DSA,116,1
107147471711727,Enablesus,Enablesus,116,1
985096648171527,3F Transport Logistik & Byg Aarhus,Jakob Egelund,112,1
341320958385,Viborg Stifts Folkeblad,Viborg Stifts Folkeblad,107,3
45133261327,Horsens Folkeblad,Horsens Folkeblad,107,3
188421071180777,Vejle Amts Folkeblad,Vejle Amts Folkeblad,107,3
840208682708121,Fyns Amts Avis,Fyns Amts Avis,107,3
367555698666,Amtsavisen.dk,Randers Amtsavis,107,3
494902077334290,Tuborgfondet,Tuborgfondet,≤100,6
104414898912918,GOTO Sønderborg,GOTO Sønderborg,≤100,4
384003985972,Greentel,Greentel,≤100,4
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100,2
101272095140798,Tomas Breddam,Tomas Breddam,≤100,1
101248435485457,Frihedsbrevet,Mediehuset Friheden,≤100,2
646746285466931,Nye Borgerlige,Nye Borgerlige,≤100,9
353370819859,Dagbladet Holstebro-Struer,Dagbladet Holstebro Struer,≤100,4
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,≤100,1
371163919965024,Andreas Karlsen,Karlsen Andreas Engelsborg,≤100,1
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,4
1104790642968068,Peter Seier Christensen,Nye Borgerlige,≤100,1
103369033067277,NOAH,Sørensen Jacob,≤100,3
864373427248898,Dybbøl Banke Skansegården,Charles Ginnerskov,≤100,2
12458150929,Radikale Venstre,Radikale Venstre,≤100,1
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100,5
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100,1
517462625009133,Folketinget,Folketinget,≤100,2
261831270603185,Malernes Fagforening Midtjylland,Krumme Andersen,≤100,1
109252350463401,Træ i Byggeriet,Træ i Byggeriet,≤100,1
105395776177313,Folkebladet Lemvig,Folkebladet Lemvig,≤100,3
216843468440477,Helsingør Dagblad,Helsingør Dagblad,≤100,3
10150094274185587,Dagbladet Ringkøbing-Skjern,Dagbladet Ringkøbing-Skjern,≤100,3
202754879788353,Radikal Ungdom,Radikal Ungdom,≤100,1
112524205489697,Fredericia Dagblad,Fredericia Dagblad,≤100,3
506942356126650,Glostrup Forsyning,Glostrup Forsyning,≤100,9
100416662311928,Vid&Sans,Tore Bonnerup,≤100,1
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100,2
108712950993575,MIGHTY MONDAY,These ads ran without a disclaimer,≤100,1
341299649231023,Zetland,Zetland,≤100,1
1469658016633937,Danny Malkowski,Danny Stuhr Malkowski,≤100,1
111544458061503,TimeVision - En del af TimeGruppen,TimeVision Godkendt Revisionspartnerselskab,≤100,4
108078325238131,DH Vestegnen,DH Vestegnen,≤100,2
284571169850,Nyt Europa,Nyt Europa,≤100,1
113555862534,SF Ungdom,SF Ungdom,≤100,1
908861832623547,Ib Bjerregaard,Ib Bjerregaard,≤100,1
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",≤100,1
47703234827,Københavns Hovedbibliotek,Københavns Hovedbibliotek,≤100,1
12390252419,Region Nordjylland,Region Nordjylland,≤100,2
322117934560128,Mikael Wandel,Mikael Wandel,≤100,3
253132104886911,Kvisten,Kvisten,≤100,1
153640394698032,Roskilde Kommune,Roskilde Kommune,≤100,1
749938825140556,Nye Borgerlige Kalundborg,Jesper Høgedal,≤100,1
113977521977925,Jiyan.dk,These ads ran without a disclaimer,≤100,1
933551813499955,Stine Roldgaard SF Politik,Stine Roldgaard,≤100,1
100251701782246,Power House Aarhus,Power House ApS,≤100,1
824053654384765,Ringkøbing-Skjern Erhvervsråd,Ringkøbing-Skjern Erhvervsråd,≤100,1
936656059783218,Nye Borgerlige Aarhus,Klaus Walter Behrens,≤100,1
1908555716068612,Nunatsinni aalisarneq pigiinnartigu,Sulisitsisut - Grønlands Erhverv,≤100,2
1704812646456237,SEGES i marken,Landbrug & Fødevarer F.m.b.A. SEGES,≤100,2
107575374711850,SAGA DK,Saga,≤100,1
126543540781090,Ældre Sagen,Ældre Sagen,≤100,2
106355174776321,Christian Budde,Christian Opstrup-Privat,≤100,2
622795374413773,Venstre i Favrskov,Venstre i Favrskov Kommune,≤100,1
635283260257377,Süleyman Yücel - Venstre,Süleyman Yücel,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
77420716648,Energiselskabet Natur-Energi,Energiselskabet Natur-Energi,≤100,2
1279518315502371,Frisør Lulu Nuuk,These ads ran without a disclaimer,≤100,1
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100,3
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,5
147547541961576,Council of the European Union,Council of the European Union,≤100,2
178362315106,European Parliament,European Parliament,≤100,8
818395461530646,Mr.Frank,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100,10
158714780827513,UNFPA,UNFPA,≤100,1
