Location name,Amount spent (JPY)
Aichi Prefecture,20810
Akita Prefecture,2197
Aomori Prefecture,2310
Chiba Prefecture,21599
Ehime Prefecture,2971
Fukui Prefecture,2419
Fukuoka Prefecture,57544
Fukushima Prefecture,3824
Gifu Prefecture,4957
Gunma Prefecture,4927
Hiroshima Prefecture,9010
Hokkaido,14321
Hyōgo Prefecture,16605
Ibaraki Prefecture,6912
Ishikawa Prefecture,3559
Iwate Prefecture,2524
Kagawa Prefecture,3720
Kagoshima Prefecture,3598
Kanagawa Prefecture,40166
Kumamoto Prefecture,8143
Kyoto Prefecture,9368
Kōchi Prefecture,1453
Mie Prefecture,4399
Miyagi Prefecture,12881
Miyazaki Prefecture,2840
Nagano Prefecture,6051
Nagasaki Prefecture,9586
Nara Prefecture,3897
Niigata Prefecture,12701
Okayama Prefecture,4751
Okinawa Prefecture,7831
Osaka Prefecture,28674
Saga Prefecture,5315
Saitama Prefecture,24865
Shiga Prefecture,3989
Shimane Prefecture,4062
Shizuoka Prefecture,8740
Tochigi Prefecture,4210
Tokushima Prefecture,2491
Tokyo,87103
Tottori Prefecture,4086
Toyama Prefecture,2442
Unknown,≤100
Wakayama Prefecture,2480
Yamagata Prefecture,2755
Yamaguchi Prefecture,4095
Yamanashi Prefecture,2830
Ōita Prefecture,7105
