Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,17804,8
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,5396,1
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,3597,1
102084562479533,Digital506,Digital506,3497,3
265843867173714,La Revista,La Revista,3246,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1169,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,598,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
110225398235668,Javi Garcia - Academia,These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
2317618755002063,TuResumen,These ads ran without a disclaimer,≤100,1
288728395387167,Revista Abril,These ads ran without a disclaimer,≤100,1
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
