Location name,Amount spent (NZD)
Auckland Region,2021
Bay of Plenty Region,297
Canterbury,583
Gisborne District,≤100
Hawke's Bay,161
Manawatu-Wanganui,233
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,210
Otago,215
Southland,≤100
Taranaki,110
Tasman District,≤100
Unknown,≤100
Waikato,445
Wellington Region,401
West Coast,≤100
