Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
224274995688487,Bohár Dániel - Riporter,Megafon,873719,4
109637397268775,Nyugati Pályán,Splendidea Communications Kft,804191,13
294998357524107,Deák Dániel,Megafon,225859,2
594088897289853,Alapjogokért Központ,Alapjogokért Központ,165383,18
178362315106,European Parliament,European Parliament,137168,18
294815374340858,Donáth Anna,Donáth Anna - Momentum,125493,3
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,124869,21
298090296092,Orbán Viktor,Fidesz,115592,30
191461774219575,hirado.hu,hirado.hu,83275,38
1534911313439123,Ripost,Ripost,65564,10
543788999005363,ORIGO,Mediaworks Hungary Zrt.,54553,10
248172631940,Mandiner,Mediaworks Hungary Zrt.,47134,8
431912934327201,Lőcsei Lajos,Momentum Mozgalom,44944,2
193702058028595,Lázár János,Lázár János hivatalos oldala,42302,2
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,41079,6
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,39173,1
108346693873484,Győrffy Balázs,Balazs Gyorffy,37105,6
1265353903615539,Oeconomus,Oeconomus,34665,10
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,32924,4
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,32643,9
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,28539,6
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,25290,6
167604093409160,Promenad24,Csanád Média Kft.,25237,1
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,23369,3
592204747588011,Momentum Mozgalom,Momentum Mozgalom,19973,12
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,19676,63
109400335280737,Dóka Milán,Milán Dóka,19068,2
1947426878644256,Momentum Újbuda,Momentum Mozgalom,17218,2
47451527654,Portfolio,These ads ran without a disclaimer,15942,1
100401808007704,EzaLényeg.hu,EzaLényeg.hu,15843,16
109414841321682,Magyar Falu Program,Magyar Falu Program,15256,3
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,15047,3
2309737912651039,Péterffy Attila,Péterffy Attila,14654,3
451844608304228,Metropol,Metropol,13430,6
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,12837,5
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,12817,3
1926735160968885,Válasz Online,Válasz Online,12540,3
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,12295,10
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,11926,4
125953004085398,Kemma.hu,Kemma.hu,11899,2
193640214178356,Gyopáros Alpár,Gyopáros Alpár,11608,4
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,11267,6
109651004719614,Szol24,Esélyegyenlőség és Fenntarthatóság Egyesület,11218,2
851784814892644,Simicskó István,KDNP frakció,11109,1
108172140579789,Arzenál,These ads ran without a disclaimer,11031,1
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,10717,35
264517713636590,PestiSracok.hu,PestiSrácok.hu,10089,5
1237616006358749,Kékes Online,Kékes Online,9953,13
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,9879,3
345496092135627,Hír TV,Mediaworks Hungary Zrt.,9815,2
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,9784,2
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,9660,3
108248022589754,Bosch Magyarország,Bosch Magyarország,9501,9
447204268797621,RTL.hu,RTL.HU,9374,3
152408681635243,Hírklikk.hu,Hírklikk.hu,9298,1
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,9001,8
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,8826,3
203158929827,Beol.hu Békés Megyei Online,Mediaworks Hungary Zrt.,8183,2
85568463466,Mérce,Mérce,8001,10
110801091821545,Jurák Tamás,Magyar Szocialista Párt,7844,6
326763130286,Borsod Online,Borsod Online,7667,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,7646,2
129255963785124,Heol.hu,Heol.hu,7645,2
180924612473518,Dr. Brenner Koloman,Jobbik Magyarországért Mozgalom,7593,1
506244332746545,TEOL.hu,TEOL.hu,7570,2
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,7569,1
296310837699,vaol.hu,Mediaworks Hungary Zrt.,7524,2
131283758531,HVG,HVG Kiadó ZRt.,7456,4
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,7452,2
112872841638481,Jászberény többet érdemel,Jászságszava,7233,10
126539424061030,Háttér Társaság,Háttér Társaság,7212,2
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,7156,5
350338649023047,Kecsup hírek,KecsUP,6931,1
1239893846155692,Tompos Márton,Momentum Mozgalom,6860,2
105712514143518,Pokorádi Gábor - Momentum Pécs,Momentum Mozgalom,6805,1
423317774385144,Magyar Demokrata hetilap,Demokrata,6645,1
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,6113,7
1869511526651884,Zsigmond Barna Pál,Fidesz,5888,9
348148758663062,Indahouse Hungary,InDaHouse Hungary Egyesület,5884,3
147633001941737,kisalfold.hu,kisalfold.hu,5825,2
308871671705,BAON Bács-Kiskun Megyei Online,Mediaworks Hungary Zrt.,5800,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,5785,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,5773,2
422134944867351,Borsod24,Esélyegyenlőség és Fenntarthatóság Egyesület,5665,1
101743755608675,Batthyány Lajos Alapítvány,Batthyány Lajos Alapítvány,5623,2
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,5583,2
276554411147,Szabolcs Online,Szabolcs Online,5454,2
109844717848217,Klímapolitikai Intézet,Klímapolitikai Intézet,5406,1
160935777365,bama.hu - a baranya megyei hírportál,bama.hu - a baranya megyei hírportál,5368,2
115230488549915,Political Capital (HU),Political Capital (HU),5087,2
100103228401991,Axióma,Axióma Kulturális Alapítvány,4891,1
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",4891,1
104138247651205,No Fluff Jobs Hungary,These ads ran without a disclaimer,4884,1
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,4853,1
206829842043,Rétvári Bence,Rétvári Bence,4800,3
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,4515,8
113375923695023,Fidesz Budapest,Fidesz Budapest,4515,8
142116653162328,Márki-Zay Péter,Márki-Zay Péter,4479,2
461099763986577,Szabó Szabolcs,Szabó Szabolcs,4420,1
76748198685,Budapest Pride,Budapest Pride,4419,2
326590464961598,Gyurkó Dániel - Momentum,Gyurkó Dániel,4172,2
108429354944888,Mi Hazánk Edelény,Varga Zoltán,4164,1
876772425797119,Hölvényi György,Hölvényi György,4113,2
100467642324899,Realista,Az Év Irodája,4000,1
101508799111242,Takács Lajos,Takács Lajos,3989,1
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,3951,1
116609705085092,BP18,BP18,3901,2
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,3846,2
234399747038973,Görgényi Ernő,Gyula Város Önkormányzata,3720,1
748357198613441,DK Terézváros,Demokratikus Koalíció VI. kerület,3657,1
126893087354793,Európai Parlament,Európai Parlament,3610,6
320701218553533,Alternatíva Párt,Alternatíva párt,3494,4
221761091331222,Danube Institute,Danube Institute,3456,8
282290595766672,Hidegkuti Szabolcs,Momentum Mozgalom,3371,2
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,3361,8
103670522489720,A baloldal valódi arca,A baloldal valódi arca,3361,3
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,3344,6
103492610994760,Tetlák Örs,LMP - Magyarország Zöld Pártja,3291,1
108395900927334,Kovács István,Kovács István Megafon,3287,3
1215492498464496,Angyal Károly,Angyal Károly Tibor,3276,3
270300439972751,Szemlélek,Szemlélek Alapítvány,3215,4
197203437879379,Szaniszló Sándor,Szaniszló Sándor,3196,2
504253717015121,MKKP Ferencváros,Magyar Kétfarkú Kutya Párt,3144,2
190624800967882,NANE Egyesület,NANE Egyesület,3085,5
519279158277826,Szülői Hang,Szülői Hang,2967,3
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,2933,4
162344823835042,atlatszo.hu,atlatszo.hu,2922,4
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,2905,3
256032748317057,Színes Erzsébetváros,Színes Erzsébetváros,2793,1
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,2737,1
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,2696,2
1622954144645540,Századvég Konjunktúrakutató,Századvég Gazdaságkutató,2677,1
683873478294797,Kunhalmi Ágnes,MSZP,2670,1
103581448930725,Szeretlek Csongrád-Csanád,Genesis Médiacsoport Kft.,2653,2
408924035951553,Körforrás,Körforrás,2621,4
1301223676657400,ICL Growing Solutions,These ads ran without a disclaimer,2573,2
111423440209675,Stemler Diána - Momentum,Momentum Mozgalom,2547,1
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,2529,1
626532047411556,Bal lator a XVIII. kerületben,Ballator,2491,1
1408906262689093,Nyitrai Zsolt,Fidesz,2486,1
102426795954406,Nobilis Márton,Nobilis Márton,2461,4
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,2407,1
116905388345518,veol.hu,Mediaworks Hungary Zrt.,2375,2
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,2369,2
100221074822970,Csizmadia Péter,Dr. Csizmadia Péter,2335,1
887921287887805,Király Nóra,Király Nóra,2328,1
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,2319,1
103058664760919,Dr. Kiss János,Kiss János,2306,2
264210363649459,Élő Norbert,Élő Norbert,2252,2
92932085233,TASZ,TASZ,2220,2
103214802353320,Magyar Szürkék Útja - Oxenweg,Hajdú-Bihar Megyei Önkormányzat,2213,1
103141961544400,Future of Debrecen,Future of Debrecen Egyesület,2173,3
759778164051831,SZEKE Klub,Fulco Deák Egyesület,2150,1
107123677458699,Külpologika,Tamás Novák,2113,2
100905288315705,Jelen hetilap,Liberty Press Kft.,2103,1
1830291453887315,Szeberényi Gyula Tamás,Szeberényi Gyula Tamás,2069,1
112282204872770,Répásy Attila,Attila Répásy,2034,3
108903048413219,A hajdú hagyományok nyomában,Hajdú-Bihar Megyei Önkormányzat,2031,1
105774734948091,Hungarian Conservative,Hungarian Conservative,2002,4
243470906428319,Juhász Hajnalka,Juhász Hajnalka,2000,1
490030231058740,444,Magyar Jeti Zrt - 444.hu,1992,1
1640736922828484,Sermer Ádám,Adam Sermer,1989,1
104958058734636,Bekezdések,Nagy Áron,1962,1
473556426002468,Fogászat Relaxációban,Relax dental center,1947,1
471148406288233,A Vértes Agorája,Agora Sport és Szabadidő Közhasznú Nonprofit Kft.,1938,2
670269189782610,Ficsak - Fiatal Családosok Klubja,Fiatal Családosok Klubja,1928,1
112064378854586,Terror Háza Múzeum / House of Terror Museum,Terror Háza Múzeum / House of Terror Museum,1863,2
113413557192351,Csiga Gergely,Csiga Gergely Mihály,1831,1
714000945703554,Bomba Gábor Szekszárd,Bomba Gábor László,1814,1
386132578063762,Balaicz Zoltán,Balaicz Zoltán,1790,2
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,1739,1
100208772895832,Szombathy Dénes Gyula,Pesterzsébeti Fidesz,1680,3
293410494975,Republikon Intézet,Republikon Alapítvány,1677,2
107898832590939,European Commission,European Commission,1639,4
104520732194362,NSZ - Taxis Tagozat,NSZ - Nemzeti Szakszervezet,1619,1
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,1617,1
694941900537141,Ágh Péter,Fidesz,1506,3
108144665013496,Makronóm Intézet,Makronóm Intézet,1464,1
150836998898897,aHang,aHang,1452,2
105140281027554,Hírnyolc,Hírnyolc,1441,1
106398255118247,Fonti Krisztina,Krisztina Fonti,1424,1
1418635581687462,Kertvárosi Zenede Alapítvány-Kálmán bácsi Zenedéje,These ads ran without a disclaimer,1419,1
102034821807219,Borsik Viktor,Viktor Borsik,1350,1
126136750786218,Szabó Zsolt,Szabo Zsolt,1255,1
106745191902831,Bács-Kiskun 5 - DK,Nagy Szabolcs,1239,3
102258971505967,Samsung SDI Hungary,These ads ran without a disclaimer,1187,1
205045152925109,Adó Online,These ads ran without a disclaimer,1127,1
286759004682537,Tranzit,Kommentár Alapítvány,1106,1
1685206741512336,Keller Zsolt,Keller Zsolt,1099,1
233529653487142,Karsay Ferenc,Karsay Ferenc,1085,3
1278752865594399,MKDSZ – Magyar Kereszténydemokrata Szövetség,MKDSZ,1074,1
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,1057,1
106072821290123,"Rigó Balázs, alpolgármester - Tatáért",Rigó Balázs,1034,3
102989522035144,Szent István Intézet,Szent István Intézet,1021,1
106236922109249,Hajnal-2026,Gábor Radics,1020,1
101470803260089,HAB ad,HAB Advert Kommunikációs Ügynökség Kft.,1011,1
101234361488097,Gór Csaba,Dr. Gór Csaba,1004,2
205025536183141,Vác Online,Vác Online,999,1
202099276507678,24.hu,24.hu,988,2
143382602349078,Kiss László,Kiss László,982,1
127539005484626,Very Important Planet,thevip.hu,980,4
100197148614583,The &,& kiadó,979,2
105600372348693,Csaszny Gábor,Gábor Csaszny,962,1
104120465115094,Schaller-Baross Ernő,Schaller-Baross Ernő,943,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,936,1
438178640244892,Kenyeres Bence közéleti oldala,Kenyeres Bence,931,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,907,1
107397687267788,Gyepes Ádám,Gyepes Ádám,906,1
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,878,2
341292696291575,Molnár Tamás 4. választókörzet Székesfehérvár,Molnár Tamás,866,1
211156277497,WWF Hungary,WWF Hungary,853,4
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,842,2
704631519609996,Hegedűs Barbara,Hegedűs Barbara Szilvia,835,1
1065713933504228,Új Egyenlőség,Új Egyenlőség,835,2
164978926850719,Kommentár folyóirat,Kommentár folyóirat,822,2
102365672528922,Lengyel Dávid,Dávid Lengyel,813,1
178362315106,European Parliament,These ads ran without a disclaimer,811,1
183723231644096,Szita Károly,Szita Károly,801,1
545872002109034,Matkovich Ilona,Matkovich Ilona Zsuzsanna,797,1
437674733429219,Unger Tamás,Unger Tamás,785,1
103478164920832,Rubicon Intézet,Rubicon Intézet,783,9
222935035147780,moszkvater.com,moszkvater.com,723,4
537817739693723,Brain Bar,Brain Bar,715,1
