Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,3373
Bicol Region,11927
Cagayan Valley,7587
Calabarzon,37885
Caraga,5430
Central Luzon,31042
Central Visayas,18008
Cordillera Administrative Region,4086
Davao Region,11131
Eastern Visayas,9010
Ilocos Region,12193
Metro Manila,45101
Mimaropa,5627
Northern Mindanao,14761
Soccsksargen,10698
Unknown,≤100
Western Visayas,22180
Zamboanga Peninsula,7034
