Location name,Amount spent (AUD)
Australian Capital Territory,2568
Jervis Bay Territory,≤100
New South Wales,34091
Northern Territory,788
Queensland,32052
South Australia,8294
Tasmania,2628
Unknown,≤100
Victoria,29339
Western Australia,15307
