Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
100986432813176,الطاهر بن منصور المرشح للانتخابات التشريعية 2022,إيهاب بن منصور,≤100,1
106092971318778,S I N G L E L I F E,These ads ran without a disclaimer,≤100,1
142375212503142,EU Neighbourhood & Enlargement,These ads ran without a disclaimer,≤100,1
241602366266076,د. لبيب قمحاوي,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,3
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
109530631920422,Scanner-111,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
174790392674749,Président Tunisie,These ads ran without a disclaimer,≤100,1
106122568841080,MakandaL,These ads ran without a disclaimer,≤100,1
