Location name,Amount spent (THB)
Amnat Charoen,900
Ang Thong,638
Ayutthaya,4431
Bangkok,152699
Bueng Kan,648
Buriram,3477
Chachoengsao,2240
Chai Nat,1202
Chaiyaphum,2020
Chanthaburi,5334
Chiang Mai,4776
Chiang Rai,3110
Chon Buri,19215
Chumphon,2306
Kalasin,1422
Kamphaeng Phet,1505
Kanchanaburi,9743
Khon Kaen,13984
Krabi,7703
Lampang,1589
Lamphun,2690
Loei,1232
Lop Buri,1729
Mae Hong Son,412
Maha Sarakham,1814
Mukdahan,716
Nakhon Nayok,483
Nakhon Pathom,6238
Nakhon Phanom,1808
Nakhon Ratchasima,8527
Nakhon Sawan,3037
Nakhon Si Thammarat,7662
Nan,881
Narathiwat,936
Nong Bua Lam Phu,951
Nong Khai,857
Nonthaburi,7902
Pathum Thani,14489
Pattani,1207
Phangnga,1030
Phatthalung,2474
Phayao,1247
Phetchabun,2241
Phetchaburi,1685
Phichit,1694
Phitsanulok,10155
Phrae,912
Phuket,12478
Prachin Buri,1470
Prachuap Khiri Khan,2064
Ranong,527
Ratchaburi,4091
Rayong,4713
Roi Et,1824
Sa Kaeo,1565
Sakon Nakhon,2705
Samut Prakan,7292
Samut Sakhon,8001
Samut Songkhram,4296
Saraburi,2707
Satun,763
Sing Buri,490
Sisaket,2127
Songkhla,10846
Sukhothai,1555
Suphan Buri,2249
Surat Thani,25063
Surin,2783
Tak,1734
Trang,5704
Trat,1543
Ubon Ratchathani,3518
Udon Thani,2680
Unknown,≤100
Uthai Thani,868
Uttaradit,806
Yala Province,975
Yasothon,1134
