Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,919823,39
2339859699626643,Hacemos Juntos por Córdoba,PJ Córdoba,313139,6
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,248959,66
359514447487972,Martín Arjol,Martín Arjol,227237,42
129799846687423,Levantémonos,Levantemonos,210309,125
112200072188893,Eduardo Cáceres,Eduardo Cáceres,174386,42
142473639655550,Lucio Paz Posse,Lucio Paz Posse,156915,11
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,133055,73
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,124442,39
138406616275954,Marcelo Orrego,Producción y Trabajo,116178,4
184260298257243,Somos Fueguinos,Somos Fueguinos,102460,28
100102222991135,Unión Por San Luis,Unión Por San Luis,96181,4
2296112127071539,Feedback encuestas,Feedback Encuestas Online,93053,32
231635610267892,Policía de la Ciudad,Gobierno de la Ciudad de Buenos Aires,90687,15
103088924366000,Noticias d,Noticias d,88641,36
112581315023501,Carlos Sadir,Frente Cambia Jujuy,86712,7
409843162468188,Inés Brizuela y Doria,Inés Brizuela y Doria,82614,19
320178711981750,Pablo Argañaraz,Pablo Argañaraz,73175,10
116710934724411,Defendamos la Provincia,Defendamos la Provincia,69991,5
101185972235145,PJ La Pampa,Partido Justicialista La Pampa,69597,22
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,66391,5
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,66225,26
101761569495985,Miguel Nanni 2023,Miguel Nanni 2023,64544,12
110746414660916,Lomas Noticias,Lomas Noticias,61877,2
106277608413948,Felipe Biella,Salta Independiente,57743,11
110079031997390,Con Larreta,Con Larreta,57114,11
1642712085944827,Alejandro Vilca,Frente de Izquierda,56712,11
947520791967929,Claudio Poggi,Claudio Poggi,55864,10
189648461186976,Liliana Fellner,Liliana Fellner,54345,21
597555623926805,CPC Empalme Municba,municipalidad de córdoba,54291,2
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,53644,2
103038372620510,Hugo Passalacqua,Hugo Passalacqua,52889,7
296099692189532,Martin Menem,Martin Menem,49778,14
61279025897,Gerardo Morales,Gerardo Morales,49659,3
105933872199149,Mística,Mística,49615,5
363825283650115,Vicente López,Vicente López,49603,4
183755148656395,Emiliano Durand Salta,Jorge Mario Emiliano Durand,49396,4
176782549197430,Ricardo Clemente Quintela,Ricardo Clemente Quintela,49088,8
113962914977034,Somos FORJA,Somos Forja,49086,67
424702354318618,Pedro Puerta,Pedro Puerta,48022,2
