Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,944
Bicol Region,10391
Cagayan Valley,3943
Calabarzon,22413
Caraga,2290
Central Luzon,15536
Central Visayas,11226
Cordillera Administrative Region,1628
Davao Region,6050
Eastern Visayas,4729
Ilocos Region,5755
Metro Manila,40123
Mimaropa,3477
Northern Mindanao,5567
Soccsksargen,3914
Unknown,≤100
Western Visayas,10095
Zamboanga Peninsula,3882
