Location name,Amount spent (CHF)
Aargau,199
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,131
Basel-Landschaft,≤100
Bern,292
Canton of Geneva,1993
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,≤100
Fribourg,106
Graubünden,≤100
Jura,≤100
Luzern,2072
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,1040
Unknown,≤100
Uri,≤100
Valais,125
Vaud,313
Zug,≤100
Zürich,510
