Location name,Amount spent (PKR)
Azad Kashmir,973
Balochistan,1671
Federally Administered Tribal Areas,310
Gilgit-Baltistan,675
Islamabad Capital Territory,1554
Khyber Pakhtunkhwa,7414
Punjab,24990
Sindh,9228
Unknown,≤100
