Location name,Amount spent (CAD)
Alberta,20072
British Columbia,16344
Manitoba,2272
New Brunswick,1928
Newfoundland and Labrador,899
Northwest Territories,≤100
Nova Scotia,3550
Nunavut,103
Ontario,45587
Prince Edward Island,336
Quebec,19354
Saskatchewan,2140
Unknown,≤100
Yukon,112
