Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
101433223004307,Harapan Malaysia,Harapan Malaysia,4359,23
457750270999884,Mahfuz Omar,AMANAH,1321,2
105507969277765,Tawaran Madani,Tawaran Madani,1300,147
197799207237326,Pakatan Harapan,AMANAH,948,4
351151669407977,Perikatan Nasional Selangor,Perikatan Nasional Selangor,698,2
31373189944,Malaysiakini BM,FG Media Sdn Bhd,663,3
135643903798815,Onn Hafiz Ghazi,Onn Hafiz Ghazi,605,1
169284053121990,Pemuda PAS Bangi,Pemuda PAS Bangi,450,8
360203487978722,星洲股票新闻,These ads ran without a disclaimer,434,30
112512589548367,Bersih dan Stabil : BEST,Bersih dan Stabil : BEST,424,9
87363369882,Sinar Harian,Sinar Harian,267,5
138361272876308,马华公会,马华公会,265,11
225685927482720,Pemuda PAS Selangor,DEWAN PEMUDA PAS NEGERI SELANGOR,249,7
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,242,15
105123782858181,Teo Kok Seong 张聒翔,Teo Kok Seong 张聒翔,232,1
100173982517485,MyUndi,MyUndi,214,4
239848446510,IDEAS,Institute for Democracy and Economic Affairs (IDEAS),193,11
820162228169484,Jamaliah Jamaluddin,Jamaliah Jamaluddin,182,2
181209151921795,Parti Keadilan Rakyat,Parti Keadilan Rakyat,162,6
302289583485368,Chua Wei Kiat,PARTI KEADILAN RAKYAT CABANG SELAYANG,132,3
221159141657466,Newswav,Newswav - Malaysia Latest News,122,28
2099566410093252,蔡伟杰,Parti Keadilan Rakyat Cabang Selayang,120,1
104379848234065,Ustaz Ariffin Deraman,Ustaz Ariffin Deraman,120,5
1772535526329042,Friends Of Selangor,Friends Of Selangor,117,5
496685647457436,南洋股市新闻,These ads ran without a disclaimer,103,1
693929714007978,Hj Nicholas Sylvester Muhammad Abdullah,Portal Mudah,≤100,1
2273981969499532,CetakNow,CetakNow,≤100,2
100636399607458,Malaysia MADANI,Malaysia MADANI,≤100,1
108081982215694,Bersekutu Bertambah Mutu,Bersekutu Bertambah Mutu,≤100,1
122913508099,Parti Gerakan Rakyat Malaysia,PGRM,≤100,6
146266554243856,Dr R. Siva Prakash,Dr R. Siva Prakash,≤100,3
176159849754763,MCA,MCA,≤100,8
109598287885557,NTS Printing - One Stop Printing Centre,NTS Printing - One Stop Printing Centre,≤100,3
