Location name,Amount spent (CZK)
Central Bohemian Region,11972
Hradec Králové Region,4619
Karlovy Vary Region,2876
Liberec Region,3978
Moravian-Silesian Region,10086
Olomouc Region,4983
Pardubice Region,4181
Plzeň Region,5637
Prague,26091
South Bohemian Region,5959
South Moravian Region,12851
Unknown,≤100
Vysočina Region,3585
Zlín Region,4610
Ústí nad Labem Region,7233
