Location name,Amount spent (TWD)
Changhua,11370
Chiayi,2623
Hsinchu,5110
Hsinchu City,7588
Hualien,3248
Kaohsiung,35461
Keelung City,4716
Kinmen,701
Lienchiang,≤100
Miaoli,4910
Nantou,3950
New Taipei City,49743
Penghu,923
Pingtung,7662
Taichung,36997
Tainan,23179
Taipei,36600
Taitung,2124
Taoyuan City,30644
Unknown,4984
Yilan,3588
Yunlin,6560
