Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,4150496,21
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,338211,7
103527991214141,Cero DICOM,Cero Dicom,231121,8
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,124886,12
1548643738480723,Asistencia Deudores,Asistencia Deudores,121541,2
105798328215264,Asistencia Familia,Asistencia Familia,104870,6
112089607203762,Consejo del Salmón,Consejo del Salmón,99935,6
1396460303715065,Carozzi,Carozzi,86935,3
56243398247,Parque Arauco,Parque Arauco,60124,3
113838817025219,Coperiodistas,Coperiodistas,60067,6
106694028236100,Gerencia de Personas,Gerencia de Personas,55249,5
693763004821307,Gobierno Regional Metropolitano de Santiago,Metrix,53624,1
228557190541436,BancoEstado,BancoEstado,50686,9
107307021301860,Barrio Universitario,Barrio Universitario,50447,6
349984615155,Arauco Maipú,Arauco Maipú,45499,2
438330923602981,Libres Chile,Libres Chile,43698,15
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,43435,21
199662160160090,Arauco Quilicura,Arauco Quilicura,38999,2
121500767864992,Arauco San Antonio,Arauco San Antonio,38999,2
1157078510981546,Corporación Municipal Gabriel González Videla,Corporación Municipal Gabriel González Videla,37395,5
78239901502,Diario Financiero,Grupo DF,33962,37
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
19270352324,Universidad Andrés Bello,Universidad Andrés Bello,29249,8
158951974167913,AFP Capital,These ads ran without a disclaimer,26812,1
103753489693220,Acciona,These ads ran without a disclaimer,22953,1
148509455344005,Milka,These ads ran without a disclaimer,20312,2
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,19930,2
558224964238853,Anglo American,Anglo American,18033,2
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,17411,12
113194374358815,Compromiso Minero Chile,Compromiso Minero,15041,2
181189911970230,Alberto Undurraga V,Alberto Undurraga V,14142,1
397452350332617,Municipalidad de Providencia,These ads ran without a disclaimer,14130,1
109416599136825,El Diario de Antofagasta,El Diario de Antofagasta,12293,3
105216102185508,Cvr_abogados,Cvr_abogados,10666,1
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,10633,3
411851492489649,Somos CMPC,CMPC,10492,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10472,1
105216321995280,Pivotes_cl,Fundación Pivotes,9750,3
350025708997760,Minera Vizcachitas,Minera Vizcachitas,8244,3
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,7312,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,6340,5
113480504938094,Fun facts,These ads ran without a disclaimer,6142,1
300345197052910,Pablo Gutierrez Core,Pablo Gutierrez Core,6067,4
226593947367922,Cultiva,Brotar,5687,5
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,5157,30
113540781539326,Workmed,Workmed,5026,4
181208945236608,Patria Progresista,Patria Progresista,5024,1
112555455065264,Vehículos en Peligro,Vehículos en Peligro,4300,7
105844671644804,Senado_abierto,Senado Abierto,3674,1
1551033318342469,Observatorio del Cáncer,Observatorio del Cáncer,3476,1
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,3456,4
257465991058055,El Periodista,elperiodista.cl,3209,3
105781682496360,Diputado Gastón Von Muhlenbrock,Diputado Gastón Von Muhlenbrock,3164,3
678023945734742,José Miguel Castro,José Miguel Castro,2895,1
2535216276502759,Beeok,Beeok,2844,1
213777866456,Facultad de Gobierno Universidad de Chile,These ads ran without a disclaimer,2694,1
110951722267366,World Vision Chile,World Vision Chile,2274,1
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,2181,2
1539380629490140,Pirque Educación y Salud,Corporación de Salud y Educación Pirque,2151,3
103030962615298,Chile YAAC,Chile YAAC,2069,2
226593947367922,Cultiva,Cultiva,1891,1
511206245636926,Matías Walker Prieto,Matías Walker,1884,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,1784,1
317209815074690,Diario La Batalla de Maipú,Diario La Batalla de Maipú,1558,2
101579022115580,Javiera Morales Alvarado,Javiera Morales Alvarado,1390,1
107877057241858,Preserva,These ads ran without a disclaimer,1346,1
1610768725852360,Nuevosur Chile,Nuevosur Chile,1242,1
108390475493550,Belong Communication Lab,Belong Communication Lab,1065,1
1593021084292048,Essbio Chile,These ads ran without a disclaimer,983,1
1593021084292048,Essbio Chile,Essbio Chile,978,1
154785904692548,SalmonChile,SalmonChile,812,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,812,1
14048602469,El Ciudadano,El Ciudadano,799,1
217756128258134,Fundación Caserta,Fundación Caserta,477,1
154545792165789,Casa Mundanas,These ads ran without a disclaimer,300,1
104572154526878,Entrelagos_chocolateria,These ads ran without a disclaimer,217,6
108202298520665,LaDigital.co,These ads ran without a disclaimer,173,1
677532719039017,Good Way,These ads ran without a disclaimer,146,1
100514409726784,Andrea Estrada ABC3,These ads ran without a disclaimer,122,1
618572991673954,Dr. Ricardo Celis,Dr. Ricardo Celis,113,1
