Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
314461342013814,Miles Chile,CORPORACIÓN MILES with Facebook ad credits,288471,31
102660885525434,Con mi plata NO,Con mi plata No,213869,24
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,200142,3
104189318481439,Minería y Futuro,Mineria y Futuro,117128,14
184164981678492,Blog SUC,Blog SUC,100229,6
104487498154013,Agenda Transparencia,Agenda Transparencia,97607,6
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,83339,3
1618694568424968,Corproa,CORPROA Atacama,58564,7
580663538777736,Consejo Minero,Feedback Comunicaciones,37731,1
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,32966,2
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29996,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,26536,15
109339288407350,Santuario Quitralco,Santuario Quitralco,24982,1
78239901502,Diario Financiero,Grupo DF,20022,7
103030962615298,Chile YAAC,Chile YAAC,19650,6
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,17960,6
104224427947088,Circula el Plástico,Metrix,16126,4
115883738043634,No A Ciclo,No a Ciclo,13526,2
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,13453,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,13381,7
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,12791,1
137870152908799,Fundación Para La Confianza,Fundación para la confianza,11839,1
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,10978,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10510,1
104521462060586,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri Bascuñan,9884,2
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,7639,1
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,6163,1
239993549715970,Pablo Oliva Parra,Pablo Oliva Parra,6004,1
1844662035793976,Diputado Mauro González Villarroel,Mauro Daniel González Villarroel,5772,1
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,5412,2
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,5326,1
106319847762043,Maipo Informado,maipoinformado,4947,3
715843291871130,Congreso Futuro,These ads ran without a disclaimer,4738,1
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4524,2
110240400702459,Andrés Giordano - Diputado por el Distrito 9,Andrés Giordano,4315,1
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,4000,5
438330923602981,Libres Chile,Libres Chile,3938,1
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,3772,1
221901754840837,Acciona.Chile,ACCIONA Chile,3739,1
128647447236348,ricardo rabanal bustos,Ricardo Ignacio Rabanal Bustos,3657,2
105535949100260,Proyecto Raíces Chile,These ads ran without a disclaimer,3395,2
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,3245,3
