Location name,Amount spent (TWD)
Changhua,9171
Chiayi,1828
Hsinchu,3457
Hsinchu City,5744
Hualien,2966
Kaohsiung,22424
Keelung City,2695
Kinmen,402
Lienchiang,≤100
Miaoli,4172
Nantou,42576
New Taipei City,35794
Penghu,551
Pingtung,4547
Taichung,28927
Tainan,15945
Taipei,28107
Taitung,1660
Taoyuan City,21210
Unknown,3286
Yilan,2444
Yunlin,4614
