Location name,Amount spent (VND)
An Giang Province,112712
Bà Rịa–Vũng Tàu Province,135747
Bình Dương Province,230872
Bình Phước Province,146456
Bình Thuận Province,227495
Bình Định Province,328879
Bạc Liêu Province,70714
Bắc Giang Province,452592
Bắc Kạn Province,92990
Bắc Ninh Province,246106
Bến Tre Province,67662
Cao Bằng Province,115727
Cà Mau Province,78605
Cần Thơ,87378
Da Nang,544477
Gia Lai Province,226993
Haiphong,326925
Ho Chi Minh City,2090348
Hà Giang Province,140532
Hà Nam Province,151059
Hà Tĩnh Province,329261
Hòa Bình Province,161291
Hưng Yên Province,177597
Hải Dương Province,381165
Hậu Giang Province,33980
Khánh Hòa Province,135084
Kiên Giang Province,113733
Kon Tum Province,88422
Lai Châu Province,41005
Long An Province,115633
Lào Cai Province,116131
Lâm Đồng Province,197437
Lạng Sơn Province,230577
Nam Định Province,230012
Nghệ An Province,665024
Ninh Bình Province,172926
Ninh Thuận Province,55812
Phú Thọ Province,432238
Phú Yên Province,96703
Quảng Bình Province,168261
Quảng Nam Province,348367
Quảng Ngãi Province,197141
Quảng Ninh Province,232619
Quảng Trị Province,105772
Sóc Trăng Province,57840
Sơn La Province,229401
Thanh Hóa Province,1828186
Thái Bình Province,318941
Thái Nguyên Province,352407
Thừa Thiên–Huế Province,336243
Tiền Giang Province,85586
Trà Vinh Province,97616
Tuyên Quang Province,409590
Tây Ninh Province,144742
Unknown,261
Vĩnh Long Province,60291
Vĩnh Phúc Province,364827
Yên Bái Province,233289
Điện Biên Province,109723
Đắk Lắk Province,349523
Đắk Nông Province,97801
Đồng Nai Province,357624
Đồng Tháp Province,83752
