Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2106
Bicol Region,11714
Cagayan Valley,7510
Calabarzon,43226
Caraga,6076
Central Luzon,28017
Central Visayas,16368
Cordillera Administrative Region,3584
Davao Region,9729
Eastern Visayas,9191
Ilocos Region,10824
Metro Manila,56044
Mimaropa,6853
Northern Mindanao,10335
Soccsksargen,8542
Unknown,≤100
Western Visayas,15285
Zamboanga Peninsula,6327
