Location name,Amount spent (NZD)
Auckland Region,4540
Bay of Plenty Region,811
Canterbury,1324
Cook Islands,≤100
Gisborne District,106
Hawke's Bay,411
Manawatu-Wanganui,645
Marlborough Region,122
Nelson Province,137
Niue,≤100
Northland Region,540
Otago,659
Southland,229
Taranaki,267
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,1234
Wellington Region,999
West Coast,≤100
