Location name,Amount spent (NOK)
Akershus,8654
Aust-Agder,1537
Buskerud,3736
Finnmark,912
Hedmark,2763
Hordaland,9115
Møre og Romsdal,3723
Nord-Trøndelag,1639
Nordland,3375
Oppland,2412
Oslo,17473
Rogaland,5072
Sogn og Fjordane,1340
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5381
Telemark,3268
Troms,2172
Unknown,≤100
Vest-Agder,3017
Vestfold,3485
Østfold,4837
