Location name,Amount spent (BRL)
Acre (state),623
Alagoas,2545
Amapá,1233
Amazonas,5174
Bahia,8874
Ceará,10955
Espírito Santo,2819
Federal District,3781
Goiás,7163
Maranhão,4672
Mato Grosso,4390
Mato Grosso do Sul,3081
Minas Gerais,24194
Paraná,10507
Paraíba,3451
Pará,7584
Pernambuco,12641
Piauí,3233
Rio Grande do Norte,3439
Rio Grande do Sul,9817
Rio de Janeiro (state),18259
Rondônia,1798
Roraima,1173
Santa Catarina,9954
Sergipe,3578
São Paulo (state),56244
Tocantins,3609
Unknown,≤100
