Location name,Amount spent (NZD)
Auckland Region,1644
Bay of Plenty Region,261
Canterbury,578
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,151
Manawatu-Wanganui,208
Marlborough Region,≤100
Nelson Province,≤100
Niue,≤100
Northland Region,150
Otago,248
Southland,≤100
Taranaki,112
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,380
Wellington Region,442
West Coast,≤100
