Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
122074554119,EU Social,EU Social,9608,7
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,7712,4
361281313901258,Komerční banka,"Komerční banka, a.s.",4328,25
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",3107,6
363990650605872,T-Mobile Kariéra,These ads ran without a disclaimer,2613,2
267751653384029,Pardubický kraj,Pardubický kraj,2341,2
944358442253364,Jihočeský kraj - oficiální,Jihočeský kraj - oficiální,1976,5
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1962,10
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1911,7
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,1686,8
137301989386,Aktuálně.cz,Aktuálně.cz,1228,6
214827221987263,Andrej Babiš,Andrej Babiš,1148,4
178362315106,European Parliament,European Parliament,1076,9
356451014434612,Marian Jurečka,KDU-ČSL,1062,10
107898832590939,European Commission,European Commission,1023,2
424114981002397,Český rozhlas Plus,Český rozhlas,894,25
101288484695293,Evropská soda,DFMG,847,1
1956144064659620,BlueTV,Aliance pro budoucnost,680,1
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,672,2
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,650,7
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,645,4
109787574497667,Aliance pro budoucnost,Aliance pro budoucnost,641,1
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,620,12
1469427909957890,Reportér magazín,Reportér magazín,608,4
108726857444837,České zájmy v EU,DFMG,571,2
693725074166331,Naše zdravotnictví,Naše zdravotnictví,532,5
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,469,4
317158175535179,BitLife,These ads ran without a disclaimer,468,1
384187235387895,Alena Schillerová,ANO,452,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",446,6
56987874554,Liga otevřených mužů,Liga otevřených mužů,433,1
90002267161,TOP 09,TOP 09,423,9
169946526003,Nadace Partnerství,Nadace Partnerství,421,1
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,419,7
109323929038,Česká pirátská strana,Česká pirátská strana,416,2
112518823477332,Koridor D8,KORIDOR D8,387,1
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,Svoboda a přímá demokracie (SPD),366,1
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,358,2
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,340,5
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,337,5
711658465662315,XTV,XTV,335,10
273367223021327,Veronika Vrecionová,Veronika Vrecionová,319,2
117671701577551,"Muži a ženy, o.p.s.",Muži a ženy o.p.s.,317,1
103618366059573,Nanobala,These ads ran without a disclaimer,317,1
55408246161,Amnesty International ČR,Amnesty International ČR,316,8
257529307701966,Jiří Pospíšil,TOP 09,315,3
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,312,5
251656685576,KDU-ČSL,KDU-ČSL,307,3
246136392205579,Ekomrcha,SH Media,263,1
321762510282,Michal Kučera,Michal Kučera,263,4
460558621177512,Zálohujme.cz,Zálohujme,262,3
799083753454179,Voxpot,Voxpot z. ú.,260,3
125830487980906,Solární asociace,Solární asociace,256,2
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",251,1
104087131747633,Zaostřeno,Zaostřeno,246,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,233,12
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,232,2
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,224,1
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,219,3
108370411908373,Čistá a Bezpečná Bílina,Čistá a Bezpečná Bílina,213,1
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,209,6
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,208,5
114979717860158,VL&Partneři,VL&Partneři s.r.o,200,3
2378696918892024,Týden pro klima,"Centrum pro dopravu a energetiku, z.s.",197,1
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,197,3
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,195,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,193,3
123858471641,iROZHLAS.cz,Český rozhlas,190,2
408261235928136,Zlínské jaro,"Zlínská křižovatka, z. s.",187,3
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",182,3
124872365383,CROSS][CLUB - officiall,CROSS][CLUB - officiall,178,2
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,168,1
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,167,2
733410133337387,Michaela Šojdrová,Michaela Šojdrová,166,10
378827025796132,Peak.cz,Peak.cz,163,10
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",162,4
101954531415600,Lukáš Vlček • STAN,Starostové a nezávislí,162,1
171936526824,EKONOM.cz,"Economia, a.s.",159,1
106490694906523,Milan Vácha - radní Středočeského kraje pro oblast vzdělání a sportu,STAROSTOVÉ A NEZÁVISLÍ,156,1
113322746709049,Karel Havlíček,ANO,151,1
113743658978459,Meltingpot,Meltingpot,145,4
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,144,2
579215965436046,JSNS,JSNS,137,1
197010357446014,Ondřej Prokop,Ondrej Prokop,133,1
1083796195076623,Podnikni to,These ads ran without a disclaimer,132,1
282765711734893,Piráti Moravskoslezský kraj,Piráti Moravskoslezský kraj,131,2
662196877287140,Tomáš Třetina,PRodukujeme,130,2
117823623864,Transparency International ČR,Transparency International ČR,129,2
112063685472868,KDU-ČSL Karlovarský kraj,Krajská organizace Karlovarského kraje KDU-ČSL,127,1
284944781875,EURACTIV.cz,EURACTIV.cz,124,6
198431717471046,Společně pro Prahu 8 - TOP 09 a STAN,TOP 09,122,2
386408828527231,Mirek Adámek,Mirek Adámek,121,2
124212050978293,Kverulant org,Kverulant org,121,1
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,113,1
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,113,1
1701718886552103,Moje Evropa,Moje Evropa,110,1
100201752249169,Spolu21,Občanská demokratická strana,107,2
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,106,2
106691471931611,PRAHA 2 SOBĚ,PRAHA SOBĚ,106,2
198923616951918,"Tomáš Slabihoudek, radní z Osmičky",TOP 09,106,2
58864692622,Český rozhlas Vltava,Český rozhlas,103,1
495496033796328,Stanislav Blaha,Stanislav Blaha,103,5
105627351224740,Ivo Trešl - senátor,Starostové a nezávislí • STAN,101,1
1167350476752262,Michal Zuna,Michal Zuna,≤100,1
247354065474274,Petr Beitl,Petr Beitl,≤100,2
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100,1
594426030604429,Martin Procházka,Martin Procházka,≤100,1
139379141293,Paměť národa,"Post Bellum, z.ú.",≤100,1
289075461571,TOP 09 - Středočeský kraj,TOP 09,≤100,1
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",≤100,3
120461304659141,O2 CZ,These ads ran without a disclaimer,≤100,1
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100,2
104452639037483,Starostové a nezávislí Unhošť,Starostové a nezávislí Unhošť,≤100,2
104398128891546,Jan Hrušovský,Jan Hrušovský,≤100,2
339242666586738,Piráti Pardubice,Česká pirátská strana,≤100,1
116320003098285,Trikolora Třebíč,Trikolora Třebíč,≤100,1
107699964449797,Herohero,These ads ran without a disclaimer,≤100,1
101720818609240,Vlna pomoci,"Vlna pomoci, z. s.",≤100,4
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",≤100,1
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš - místostarosta Prahy 12,≤100,3
1962450550674040,TVarchitect.com,Living Media s.r.o.,≤100,1
385939388500265,Domácí péče Včelka,Domácí péče Včelka,≤100,2
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",≤100,1
111152388465014,Ivana Solařová - starostka města Znojma,Ivana Solařová - starostka města Znojma,≤100,2
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100,1
321754948555757,Vojtěch Krňanský,Vojtěch Krňanský,≤100,1
2156599824411421,"Vojtěch Kos, starosta Prahy 12","Vojtěch Kos, starosta Prahy 12",≤100,1
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100,2
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100,2
107563435940797,Skanska v ČR a SR,Skanska,≤100,3
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100,4
100505211433010,Hejtmanka Petra Pecková,Starostové a nezávislí,≤100,1
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s. r. o.,≤100,3
109231571984405,Accelera,These ads ran without a disclaimer,≤100,1
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,≤100,1
1909508402643576,Pavel Pavlík,Občanská demokratická strana,≤100,2
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100,2
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,≤100,1
110858965631193,Klimatická koalice,"Centrum pro dopravu a energetiku, z.s.",≤100,1
102913365637780,STAN Brno-Starý Lískovec,STAN Brno-Starý Lískovec,≤100,1
143636765705792,Zelení Olomoucký kraj,Strana zelených,≤100,1
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100,3
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100,6
102521435457779,Josef Flek,STAROSTOVÉ A NEZÁVISLÍ,≤100,2
105959572515276,Válka ve východní Evropě,These ads ran without a disclaimer,≤100,1
101610049035633,Naše Litoměřice,Naše Litoměřice,≤100,1
1401994146795511,Svoboda a přímá demokracie Praha - SPD,Svoboda a přímá demokracie - SPD,≤100,2
100957585122900,Adam Valenta,Česká pirátská strana,≤100,1
100890401934100,Pavel Bulíček - náměstek hejtmana Královéhradeckého kraje,Česká pirátská strana,≤100,1
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Starostové a nezávislí,≤100,1
952005618247538,Martin Červíček,Martin Červíček,≤100,1
102500511866371,Karel Smetana,Karel Smetana,≤100,1
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík - náměstek hejtmana,≤100,1
375868542113,Piráti Jihočeský kraj,Česká pirátská strana,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
2106629662903134,Brno Brňankám a Brňanům,Brno Brňankám a Brňanům,≤100,1
397919187215,Evropská komise v ČR,Evropská komise v ČR,≤100,1
230223960660917,Brňan,These ads ran without a disclaimer,≤100,1
1410403182565683,Petr Hladík,KDU-ČSL,≤100,1
101729038539214,Chomutovská koalice,Chomutovská koalice,≤100,1
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner - SPD,≤100,1
103567498863549,Ecoista,Ecoista,≤100,2
228361180513562,Deník E15,These ads ran without a disclaimer,≤100,1
191487317696220,Vladimír Barák - novinář,Vladimír Barák - novinář,≤100,1
101048379592171,"ČIBE, a.s.",These ads ran without a disclaimer,≤100,1
1159209940952925,Tomáš Hřebík - strategický rozvoj Prahy 8,TOP 09,≤100,1
100625058724688,Newsgate.cz,Newsgate.cz,≤100,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,≤100,1
589679421044627,STAN Kraj Vysočina,Starostové a nezávislí,≤100,1
154875871195800,Piráti a nezávislí Trutnov,Česká pirátská strana KhK,≤100,1
837256169624106,MS ODS Slaný,Ondřej Hradecký,≤100,1
109501160564065,Mariana Čapková - místostarostka Prahy 6,PRAHA SOBĚ,≤100,1
100609955039699,Corrency,Corrency,≤100,1
284969294880824,Diakonie ČCE - Humanitární středisko,These ads ran without a disclaimer,≤100,1
220079674674602,BEROUN SOBĚ,Beroun sobě,≤100,2
108305517466837,Tomáš Hradil - starosta města Krnova,"Krnovští patrioti, z.s.",≤100,1
197282550390129,"Matouš Pelikán, politik a advokát","Matouš Pelikán, politik a advokát",≤100,1
103180655292989,Svobodní Brno,Svobodní,≤100,1
100202116270600,Jan Bartko - radní Prahy 3,Jan Bartko - radní Prahy 3,≤100,1
105244658801892,STAN Vimpersko a Prachaticko,STAROSTOVÉ A NEZÁVISLÍ,≤100,1
63516779251,Vysoká škola finanční a správní,"Vysoká škola finanční a správní, a.s.",≤100,1
525606624188429,revue Prostor,These ads ran without a disclaimer,≤100,1
302795426439870,Olinství,These ads ran without a disclaimer,≤100,1
