Location name,Amount spent (TWD)
Changhua,9274
Chiayi,1920
Hsinchu,4873
Hsinchu City,6888
Hualien,3289
Kaohsiung,31861
Keelung City,3734
Kinmen,581
Lienchiang,≤100
Miaoli,4927
Nantou,3463
New Taipei City,47187
Penghu,805
Pingtung,6199
Taichung,35405
Tainan,18868
Taipei,35866
Taitung,1917
Taoyuan City,28445
Unknown,6534
Yilan,3189
Yunlin,5021
