Location name,Amount spent (ARS)
Buenos Aires,1738784
Catamarca,14078
Chaco,173542
Chubut,145025
Ciudad Autónoma de Buenos Aires,1556445
Corrientes,42445
Córdoba,1907203
Entre Rios,96285
Formosa,64647
Jujuy,71540
La Pampa,82951
La Rioja,20546
Mendoza,104571
Misiones,65039
Neuquén,339083
Río Negro,69068
Salta,432229
San Juan,196033
San Luis,93795
Santa Cruz,19667
Santa Fe,515193
Santiago del Estero,24917
Tierra del Fuego,64502
Tucuman,123021
Unknown,388
