Location name,Amount spent (VEF)
Amazonas,52500
Anzoátegui,1001200
Apure,500000
Aragua,1251200
Barinas,964999
Bolívar (state),2828823
Capital District,1251200
Carabobo,1660777
Cojedes,372500
Delta Amacuro,≤100
Falcón,1266308
Guárico,750000
Lara,1500000
Miranda (state),779899
Monagas,750000
Mérida,1271198
Nueva Esparta,500000
Portuguesa,997499
Sucre,695770
Trujillo,750000
Táchira,1750000
Unknown,≤100
Vargas,250000
Yaracuy,777180
Zulia,6607204
