Location name,Amount spent (CZK)
Central Bohemian Region,10816
Hradec Králové Region,4830
Karlovy Vary Region,2691
Liberec Region,3813
Moravian-Silesian Region,9881
Olomouc Region,5611
Pardubice Region,4198
Plzeň Region,6428
Prague,22396
South Bohemian Region,5137
South Moravian Region,12361
Unknown,≤100
Vysočina Region,4321
Zlín Region,4372
Ústí nad Labem Region,7821
