Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,12430,3
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,5327,2
643513979193133,Unidos por Beatriz,Neuma,5097,7
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,4352,3
265843867173714,La Revista,La Revista,3547,5
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,2368,2
102084562479533,Digital506,Digital506,1566,1
106468811119965,Republicans Abroad Costa Rica,David Ortiz,1039,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
209171846096099,Fotógrafo de Galápagos,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,7
946133165540703,Expediente Público,These ads ran without a disclaimer,≤100,1
454868334556847,Huawei Latinoamérica,These ads ran without a disclaimer,≤100,1
288728395387167,Revista Abril,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
101053125829115,frase_y_alma,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
107989308686004,EFK Platform,These ads ran without a disclaimer,≤100,1
