Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
1759643127582858,"T.C. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",These ads ran without a disclaimer,29429,1
575755372513811,Muhittin Böcek,Muhittin Böcek,3135,13
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,2898,1
343046426301452,Hakan Koştu,Hakan Koştu,2395,4
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1857,12
141311632555208,Bağımsız Türkiye Partisi,Bağımsız Türkiye Partisi,1793,7
100675732413915,Anket Adam,Anket Adam,1603,12
416793998385157,Soner Çetin,Soner Çetin,1466,2
122193617537005,Haberettr,HABERET MEDYA AJANSI VE PRODÜKSİYON LİMİTED ŞİRKETİ,1428,5
103375823077684,Kurukahveci Mehmet Efendi Mahdumları 1871,Kurukahveci Mehmet Efendi Mahdumları Gıda Sanayi ve Ticaret Anonim Şirketi,1152,1
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1150,12
110471555281943,Poddy Türkiye,Poddy Türkiye,874,10
109086995017642,firatpicturesturkey,firatpicturesturkey,854,32
498579987170393,العدسة  The Lens,thelenspost,795,12
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,722,1
220319391464566,Vahap Akay,Vahap Akay,694,7
370465530355174,Mustafa Demir,Mustafa Demir,656,2
432866330501118,Ömer Niyazi İŞLEK,Ömer Niyazi İŞLEK,649,1
426339260809702,Oğul Aktuna,Oğul Aktuna,643,4
1437665699815071,Doğruluk Payı,Dogruluk Payı,634,3
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,482,3
1853596164970868,Murat Ercan,Murat Ercan,482,2
120266711045676,Başka Açıdan Tv,Başka Açıdan TV,447,1
100831549358373,Ahmet ERGİN.,Ahmet ERGİN.,439,3
106245845723334,Balıkesirlilerin Kararı,Balıkesirlilerin Kararı,432,1
1484498445180597,Zeki Doğan,Zeki Doğan,400,1
103253664825946,Souria Post - سوريا بوست,These ads ran without a disclaimer,388,2
326762974177171,SODEV - Sosyal Demokrasi Vakfı,SODEV,374,1
105947279127427,İsmail Kütük,İsmail Kütük,335,1
183134165593297,"SES Eşitlik, Adalet, Kadın Platformu","SES Eşitlik, Adalet, Kadın Platformu",334,4
158077404753235,Çanakkale Zafer Gazetesi,Çanakkale Zafer Gazetesi,321,6
115490944944827,Kırklareli Yeşil Liste,Comio Dijital Pazarlama A.Ş.,321,6
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,308,16
105376981385020,Referandom,Referandom,296,2
226410901315304,Areda Survey,Areda Survey,256,6
505757142770713,Rönesans Holding,Rönesans Holding Anonim Şirketi,247,2
346006742126033,Bornova Belediyesi,Bornova Belediyesi,205,2
110748157211281,سوريا بوست بلس - souria post plus,These ads ran without a disclaimer,199,1
1776545895921237,Nedersiniz,Nedersiniz,196,4
111936405162038,Hanen ben Salah - حنان بن صالح,Hanen ben Salah - حنان بن صالح,194,1
160299890701550,Zeydan Karalar,Zeydan Karalar,142,1
105449752409194,Ey Ads,These ads ran without a disclaimer,142,1
101552952834225,Gaziosmanpaşa Kültür Sanat,These ads ran without a disclaimer,141,1
675852185895583,Samsun ETİK HABER,Samsun ETİK HABER,139,1
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,137,1
1604958276192112,Alper Taban,Alper Taban,132,1
1369864219709852,سوريانا - souriana,These ads ran without a disclaimer,130,1
100381265804030,Mega TV,ALANYA MEDYA VE TELEVİZYON ANONİM ŞİRKETİ,127,1
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,123,14
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,113,1
847160651965166,Üsküdar Gençlik ve Eğitim Merkezleri,These ads ran without a disclaimer,112,1
114888940432389,Medya Midas,Medya Midas,107,1
102759276133977,Sema Silkin Ün,Sema Silkin Ün,106,2
163370640412446,Bursa,Sosyal TV,104,2
100665102848993,Gün Gün Kurtuluş,Gün Gün Kurtuluş,102,1
188735457815836,Emekçi Hareket Partisi (EHP),Emekçi Hareket Partisi,101,2
107276120819529,Halk Haber TV,SİRİUS REKLAM ORGANİZASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,≤100,1
111175874923200,Melek Seyhun Sağlikli Yaşam Merkezi,These ads ran without a disclaimer,≤100,1
115783369141120,Emlak Müzayede,These ads ran without a disclaimer,≤100,1
106282362119987,katiacroissant,These ads ran without a disclaimer,≤100,1
146581405452633,Yeniden Milli Mücadele,Yeniden Milli Mücadele,≤100,1
815048841929079,M. Ergün Turan,M. Ergün Turan,≤100,2
114107533710571,Turhan DOĞU,Turhan DOĞU,≤100,2
442942082484899,Ege Gündem Gazetesi,Ege Gündem Gazetesi,≤100,2
568133920321788,Dr. Evren Dinçer,Dr. Evren Dinçer,≤100,1
106075391829184,Gökhan Canlı Coğlaki Mahallesi Muhtar Adayı,Gökhan Canlı Coğlaki Mahallesi Muhtar Adayı,≤100,2
872352116192101,Balıkesir Aktüel,Balıkesir Aktüel,≤100,2
107403521969889,Ekonomi ile ilgili haberler,These ads ran without a disclaimer,≤100,1
1440668979595927,Antalya Haber TV,These ads ran without a disclaimer,≤100,1
109514177857013,Yeniden Refah Partisi Simav,Yeniden Refah Partisi Simav İlçe Başkanlığı,≤100,2
800603909994685,Gülizar Biçer Karaca,Gülizar Biçer Karaca,≤100,1
103400816031847,Halk Ajans,Sirius Reklam Organizasyon Sanayi ve Ticaret Ltd. Şti,≤100,1
103984509238399,Halk Haber,Halk Haber,≤100,1
103315052537581,Rapor Bülteni,Rapor Bülteni,≤100,2
264344238752737,Op. Dr. İpek Demir,These ads ran without a disclaimer,≤100,1
1952748275030916,Kürşad Mithat ÖZKAN,Kürşad Mithat ÖZKAN,≤100,1
162426093833308,Fransızca Öğreniyorum,These ads ran without a disclaimer,≤100,1
702800386480460,Gerçek Gazetesi,Gerçek Gazetesi,≤100,1
172312959454958,Mustafa Sarıgül,Mustafa Sarıgül,≤100,1
108390012832175,Fatih Akkentli,Fatih Akkentli,≤100,1
139917326076227,HATAY HAYRANLARI,HATAY HAYRANLARI,≤100,2
463215923715177,Mehmet Yiğiner,Mehmet Yiğiner,≤100,3
906394629482043,CHP Parti Okulu,CHP Parti Okulu,≤100,1
1093710237307888,TV 9,TV 9,≤100,2
1721346424767273,Mehmet GÜZELMANSUR,Mehmet GÜZELMANSUR,≤100,1
104790481715851,ازجمله,Azjomle,≤100,1
2145398195485400,Alperen Erol,Alperen Erol,≤100,3
101424666337631,Vivra Verra Dijital Ajans,These ads ran without a disclaimer,≤100,1
1021123607980269,Peter Hertel - Archiv für Zivilisationsforschung,These ads ran without a disclaimer,≤100,1
1479020042365400,Aydın Kent Rehberi,Aydın Kent Rehberi,≤100,1
459876184211182,The Ad Makers,These ads ran without a disclaimer,≤100,6
102459452479453,Vəfa Ağabalayeva,These ads ran without a disclaimer,≤100,1
1518235858465324,Uşak Olay,Uşak Olay,≤100,1
298764070816267,Mehmet Tütüncü,Mehmet TÜTÜNCÜ Türkiye Temsilcisi,≤100,1
1522246651339711,Büyük Türkiye,Büyük Türkiye,≤100,3
162972050457576,Albayrak Grubu,Albayrak Grubu,≤100,1
312348186066662,Ali Kemal Sofu,These ads ran without a disclaimer,≤100,1
104373561467884,Serhat Servet Dövenci,Serhat Servet Dövenci33,≤100,1
394446700657123,Av. Fatma Kaplan Hürriyet,Av. Fatma Kaplan Hürriyet,≤100,1
1717497868504337,Truth and Moments,These ads ran without a disclaimer,≤100,1
860574404093479,TRT World Citizen,These ads ran without a disclaimer,≤100,1
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,≤100,4
106390912523656,Veysel Yüksekdağ,These ads ran without a disclaimer,≤100,1
608578919186659,World Vision International,These ads ran without a disclaimer,≤100,1
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,1
