Location name,Amount spent (NZD)
Auckland Region,6247
Bay of Plenty Region,1048
Canterbury,1863
Cook Islands,≤100
Gisborne District,143
Hawke's Bay,767
Manawatu-Wanganui,824
Marlborough Region,143
Nelson Province,225
Niue,≤100
Northland Region,588
Otago,662
Southland,309
Taranaki,365
Tasman District,133
Tokelau,≤100
Unknown,≤100
Waikato,1434
Wellington Region,1435
West Coast,≤100
