Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
1013323835449673,Inddhhuruguay,INDDHH Uruguay,7062,6
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,6272,4
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,4063,6
227537964299216,Javier Radiccioni,Javier Radiccioni,2500,1
857096944310280,Ismael Blanco,Ismael Blanco Martino,552,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,472,5
339506493370193,Richard Sander,Richard Saul Sander Darín,297,1
1451998975071651,Mario Silvera Intendente,Mario Fabian Silvera Araujo,≤100,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100,1
102658895494661,Irene Gonçalvez Mautone,Irene Gonçalvez Mautone,≤100,1
192381083777,Hyundai Worldwide,These ads ran without a disclaimer,≤100,1
106265072180881,UruguaySi,Uruguay Si,≤100,1
315052892482848,Minerva Foods Latam,These ads ran without a disclaimer,≤100,1
127563343937400,Ágora Consultores | Investigación Social Aplicada,Ágora Consultores: Investigación Social Aplicada,≤100,1
100357715349653,Noticias del Oso,These ads ran without a disclaimer,≤100,4
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,≤100,1
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,1
954298964703081,Abbott FreeStyle,These ads ran without a disclaimer,≤100,1
34440108608,Net Impact,These ads ran without a disclaimer,≤100,2
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,4
188140874572413,Charles Darwin Foundation,These ads ran without a disclaimer,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,2
