Location name,Amount spent (ARS)
Buenos Aires,714453
Catamarca,29065
Chaco,90761
Chubut,36178
Ciudad Autónoma de Buenos Aires,145155
Corrientes,16350
Córdoba,915371
Entre Rios,54825
Formosa,23732
Jujuy,7809
La Pampa,36917
La Rioja,14027
Mendoza,17352
Misiones,19385
Neuquén,86960
Río Negro,21068
Salta,90837
San Juan,54468
San Luis,52662
Santa Cruz,4126
Santa Fe,183591
Santiago del Estero,6920
Tierra del Fuego,28347
Tucuman,45806
Unknown,≤100
