Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
102329728050606,Yes23,Yes23,17137,47
108695110952294,Greens MPs,Greens MPs,6757,38
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4859,508
334563333634959,Australian Government Department of Education,Australian Government Department of Education,4646,7
532962446729390,Australian Families,Department of Social Services,4333,49
299753643444311,AEC,Australian Electoral Commission,2273,2
404948826259784,Senator James McGrath - Fighting for Queensland,Senator James McGrath - Fighting for Queensland,1980,7
182564410468,Australia for UNHCR,Australia for UNHCR,1758,101
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,1512,82
160054227468,World Vision Australia,World Vision Australia,1508,11
1622506634677043,Senator Jacinta Nampijinpa Price,Jacinta Nampijinpa Price,1474,24
494820897261439,Bank Australia,Bank Australia,1466,60
1621692424754301,Minderoo Foundation,Minderoo Foundation,1438,9
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1330,36
161854162881,Greenfleet,Greenfleet,1302,58
104180525925926,Fair Australia,Advance Australia,1265,32
345960425540557,The Climate Council,The Climate Council,1263,65
351313714891862,Australian Good Meat,Meat & Livestock Australia,1199,6
89794331215,Oxfam,Oxfam Australia,1147,60
1776727752614025,Glencore,Glencore Australia,1142,12
107492935010781,Kylea Tink for North Sydney,Kylea Tink,1073,7
125686330922725,Western Power,Western Power Corporation,1072,4
92824008332,Plan International Australia,Plan International Australia,991,21
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,956,40
471390022952217,APPEA - Our Natural Advantage,APPEA,931,49
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,926,13
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,874,12
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,872,6
145262132264710,Angus Taylor MP,Angus Taylor MP,863,5
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,844,5
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,812,36
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,804,10
191414167860517,David Littleproud MP,David Littleproud MP,741,27
181578525342930,Master Builders Australia,Master Builders Australia,727,17
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,712,2
117806591312470,Not Enough,Advance Australia,707,18
8422338499,The Wilderness Society,The Wilderness Society,687,56
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,675,13
362805317148988,Keith Pitt,Keith Pitt,675,6
49991482906,Tearfund Australia,Tearfund Australia,669,50
1125047917526728,Murray Watt - Senator for Queensland,Murray Watt - Senator for Queensland,642,20
1766598643576242,Place Score,PLACESCORE,618,66
110679918187811,Kate Chaney MP,Katherine Chaney,610,1
266250683397747,Queensland Treasury,Queensland Treasury,606,105
536780606335962,Michelle Landry,Michelle Landry,606,5
418405098224592,350.org Australia,350.org Australia,598,53
101791315693,Destiny Rescue,Destiny Rescue,588,6
2067887946766818,Senator Claire Chandler,Senator Claire Chandler,574,2
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,559,1
174666115898903,Jerome Laxale MP,Jerome Laxale,553,13
103259978010848,SA Government,South Australian Government,542,21
33463928664,International Women's Development Agency - IWDA,IWDA,539,38
90728602000,Greening Australia,Greening Australia,532,12
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,527,14
171208803080734,Simon Birmingham,Simon Birmingham,502,12
